Head:  X: 0.3902878 ,Y: 0.5486884 ,Z: 1.941614
Shoulder Center:  X: 0.3535517 ,Y: 0.3715433 ,Z: 2.032188
Shoulder Left:  X: 0.2072168 ,Y: 0.2757228 ,Z: 2.022087
Shoulder Right:  X: 0.5302715 ,Y: 0.2922361 ,Z: 2.133079
Spine:  X: 0.366041 ,Y: 0.08707552 ,Z: 2.083776
Hip Center:  X: 0.3685389 ,Y: 0.03018196 ,Z: 2.096888
Hip Left:  X: 0.2992112 ,Y: -0.05005565 ,Z: 2.082141
Hip Right:  X: 0.4445858 ,Y: -0.04262469 ,Z: 2.135517
Elbow Left:  X: 0.1207943 ,Y: 0.1062948 ,Z: 2.05445
Wrist Left:  X: 0.1459175 ,Y: -0.1069458 ,Z: 2.015004
Hand Left:  X: 0.1542919 ,Y: -0.178026 ,Z: 2.005666
Elbow Right:  X: 0.5521141 ,Y: 0.1348646 ,Z: 2.19233
Wrist Right:  X: 0.5254984 ,Y: 0.05590858 ,Z: 1.981037
Hand Right:  X: 0.5955574 ,Y: 0.02203221 ,Z: 1.94513
Knee Left:  X: 0.2572101 ,Y: -0.3214354 ,Z: 1.75222
Ankle Left:  X: 0.2734863 ,Y: -0.6310288 ,Z: 1.739934
Knee Right:  X: 0.5273304 ,Y: -0.3344456 ,Z: 1.824482
Ankle Right:  X: 0.5189364 ,Y: -0.6485329 ,Z: 1.789417
--------------------------------------
Head:  X: 0.353965 ,Y: 0.5461478 ,Z: 1.905303
Shoulder Center:  X: 0.3370857 ,Y: 0.3718369 ,Z: 1.99247
Shoulder Left:  X: 0.1971291 ,Y: 0.3100929 ,Z: 1.952758
Shoulder Right:  X: 0.5323778 ,Y: 0.2861356 ,Z: 2.158614
Spine:  X: 0.3542773 ,Y: 0.09895964 ,Z: 2.056124
Hip Center:  X: 0.3576931 ,Y: 0.04536249 ,Z: 2.070644
Hip Left:  X: 0.2870578 ,Y: -0.02781268 ,Z: 2.054355
Hip Right:  X: 0.4374266 ,Y: -0.04393023 ,Z: 2.119155
Elbow Left:  X: 0.1462021 ,Y: 0.1736785 ,Z: 1.782829
