Head:  X: 0.3042641 ,Y: 0.5047994 ,Z: 1.975048
Shoulder Center:  X: 0.3447507 ,Y: 0.301909 ,Z: 2.035212
Shoulder Left:  X: 0.1638729 ,Y: 0.2475092 ,Z: 1.992013
Shoulder Right:  X: 0.4490059 ,Y: 0.2617247 ,Z: 2.078295
Spine:  X: 0.3139935 ,Y: 0.05563941 ,Z: 2.085726
Hip Center:  X: 0.3078421 ,Y: 0.00638549 ,Z: 2.098268
Hip Left:  X: 0.2355167 ,Y: -0.06223292 ,Z: 2.091084
Hip Right:  X: 0.3638265 ,Y: -0.05583594 ,Z: 2.128953
Elbow Left:  X: 0.04777439 ,Y: 0.07502901 ,Z: 2.054165
Wrist Left:  X: -0.08068582 ,Y: 0.1836694 ,Z: 1.906706
Hand Left:  X: -0.1263883 ,Y: 0.2342719 ,Z: 1.859403
Elbow Right:  X: 0.5917758 ,Y: 0.07214272 ,Z: 2.221552
Wrist Right:  X: 0.7558389 ,Y: -0.04334322 ,Z: 2.294959
Hand Right:  X: 0.8105265 ,Y: -0.08183853 ,Z: 2.322753
Knee Left:  X: 0.2477865 ,Y: -0.3396986 ,Z: 1.788728
Ankle Left:  X: 0.2289736 ,Y: -0.6094095 ,Z: 1.730994
Knee Right:  X: 0.4006592 ,Y: -0.3395569 ,Z: 1.813423
Ankle Right:  X: 0.3838472 ,Y: -0.6117251 ,Z: 1.756054
--------------------------------------
Head:  X: 0.2926221 ,Y: 0.5054422 ,Z: 1.966103
Shoulder Center:  X: 0.3356504 ,Y: 0.2977875 ,Z: 2.0222
Shoulder Left:  X: 0.148951 ,Y: 0.2544495 ,Z: 1.986653
Shoulder Right:  X: 0.4491583 ,Y: 0.2571762 ,Z: 2.075578
Spine:  X: 0.3107804 ,Y: 0.05703268 ,Z: 2.073123
Hip Center:  X: 0.3060281 ,Y: 0.009571092 ,Z: 2.086478
Hip Left:  X: 0.232328 ,Y: -0.06287061 ,Z: 2.0827
Hip Right:  X: 0.3660144 ,Y: -0.05450742 ,Z: 2.117648
Elbow Left:  X: 0.04579721 ,Y: 0.0701862 ,Z: 2.057251
Wrist Left:  X: -0.09511546 ,Y: 0.1507754 ,Z: 1.909959
Hand Left:  X: -0.1101119 ,Y: 0.1848425 ,Z: 1.896423
Elbow Right:  X: 0.6042573 ,Y: 0.07403246 ,Z: 2.208661
Wrist Right:  X: 0.7723026 ,Y: -0.03023618 ,Z: 2.277085
Hand Right:  X: 0.8283177 ,Y: -0.06499239 ,Z: 2.303179
Knee Left:  X: 0.2505071 ,Y: -0.342074 ,Z: 1.78634
Ankle Left:  X: 0.2348747 ,Y: -0.6140875 ,Z: 1.730387
Knee Right:  X: 0.4114811 ,Y: -0.3496251 ,Z: 1.814279
Ankle Right:  X: 0.3833314 ,Y: -0.6104955 ,Z: 1.755339
--------------------------------------
Head:  X: 0.2893113 ,Y: 0.5368778 ,Z: 2.156759
Shoulder Center:  X: 0.3063883 ,Y: 0.3375818 ,Z: 2.15679
Shoulder Left:  X: 0.1450147 ,Y: 0.2670651 ,Z: 2.124816
Shoulder Right:  X: 0.4511856 ,Y: 0.2585614 ,Z: 2.205828
Spine:  X: 0.2965123 ,Y: 0.06463163 ,Z: 2.152677
Hip Center:  X: 0.2969966 ,Y: 0.0107379 ,Z: 2.144873
Hip Left:  X: 0.2275445 ,Y: -0.05905559 ,Z: 2.125123
Hip Right:  X: 0.3621019 ,Y: -0.05900014 ,Z: 2.155811
Elbow Left:  X: 0.03617541 ,Y: 0.03069611 ,Z: 1.984124
Wrist Left:  X: 0.1031915 ,Y: 0.1008528 ,Z: 1.785452
Hand Left:  X: 0.1095637 ,Y: 0.0685982 ,Z: 1.775348
Elbow Right:  X: 0.5443411 ,Y: 0.06814094 ,Z: 2.179449
Wrist Right:  X: 0.603606 ,Y: 0.04295118 ,Z: 1.967297
Hand Right:  X: 0.6249862 ,Y: 0.04741004 ,Z: 1.901574
Knee Left:  X: 0.2790768 ,Y: -0.3333608 ,Z: 1.79256
Ankle Left:  X: 0.2457938 ,Y: -0.6118975 ,Z: 1.726745
Knee Right:  X: 0.3837794 ,Y: -0.2790994 ,Z: 1.805558
Ankle Right:  X: 0.3818841 ,Y: -0.5627369 ,Z: 1.697752
--------------------------------------
Head:  X: 0.2866744 ,Y: 0.5236468 ,Z: 2.169541
Shoulder Center:  X: 0.301251 ,Y: 0.3305677 ,Z: 2.165333
Shoulder Left:  X: 0.1610223 ,Y: 0.2560747 ,Z: 2.138525
Shoulder Right:  X: 0.4551033 ,Y: 0.2467083 ,Z: 2.215813
Spine:  X: 0.2770815 ,Y: 0.06944598 ,Z: 2.179368
Hip Center:  X: 0.2819284 ,Y: 0.02011346 ,Z: 2.14767
Hip Left:  X: 0.2140742 ,Y: -0.03043181 ,Z: 2.14156
Hip Right:  X: 0.3378461 ,Y: -0.06559106 ,Z: 2.138032
Elbow Left:  X: 0.1278568 ,Y: 0.08849892 ,Z: 2.003507
Wrist Left:  X: 0.2156849 ,Y: 0.08393241 ,Z: 1.815115
Hand Left:  X: 0.2814935 ,Y: 0.09882227 ,Z: 1.728211
Elbow Right:  X: 0.535974 ,Y: 0.0806886 ,Z: 2.110387
Wrist Right:  X: 0.5674072 ,Y: 0.07691313 ,Z: 1.873812
Hand Right:  X: 0.5744163 ,Y: 0.07622439 ,Z: 1.837897
Knee Left:  X: 0.1430296 ,Y: -0.3099867 ,Z: 1.936733
Ankle Left:  X: 0.2256435 ,Y: -0.5849276 ,Z: 1.746569
Knee Right:  X: 0.2940211 ,Y: -0.1656932 ,Z: 1.785033
Ankle Right:  X: 0.286709 ,Y: -0.4983834 ,Z: 1.740802
--------------------------------------
Head:  X: 0.284378 ,Y: 0.5202368 ,Z: 2.136247
Shoulder Center:  X: 0.2995296 ,Y: 0.3260087 ,Z: 2.134792
Shoulder Left:  X: 0.1544191 ,Y: 0.2542747 ,Z: 2.103872
Shoulder Right:  X: 0.4514696 ,Y: 0.241433 ,Z: 2.186524
Spine:  X: 0.2828244 ,Y: 0.06847945 ,Z: 2.147166
Hip Center:  X: 0.2858416 ,Y: 0.01807349 ,Z: 2.130917
Hip Left:  X: 0.2200448 ,Y: -0.03128374 ,Z: 2.126792
Hip Right:  X: 0.3466123 ,Y: -0.07128878 ,Z: 2.12882
Elbow Left:  X: 0.122294 ,Y: 0.08959371 ,Z: 1.992124
Wrist Left:  X: 0.2065849 ,Y: 0.07663567 ,Z: 1.810775
Hand Left:  X: 0.2899621 ,Y: 0.09727529 ,Z: 1.708548
Elbow Right:  X: 0.5254387 ,Y: 0.07468936 ,Z: 2.109164
Wrist Right:  X: 0.5722966 ,Y: 0.06279913 ,Z: 1.913954
Hand Right:  X: 0.5806391 ,Y: 0.09498693 ,Z: 1.849054
Knee Left:  X: 0.2764902 ,Y: -0.1846522 ,Z: 1.776153
Ankle Left:  X: 0.2952049 ,Y: -0.5316928 ,Z: 1.732275
Knee Right:  X: 0.2533128 ,Y: -0.2787012 ,Z: 1.770156
Ankle Right:  X: 0.3015643 ,Y: -0.6079098 ,Z: 1.732721
--------------------------------------
Head:  X: 0.2801094 ,Y: 0.5184069 ,Z: 2.118249
Shoulder Center:  X: 0.3079077 ,Y: 0.3217706 ,Z: 2.124042
Shoulder Left:  X: 0.1547166 ,Y: 0.256573 ,Z: 2.092479
Shoulder Right:  X: 0.4502232 ,Y: 0.2433061 ,Z: 2.174727
Spine:  X: 0.28646 ,Y: 0.06576101 ,Z: 2.132782
Hip Center:  X: 0.2858757 ,Y: 0.01453997 ,Z: 2.125235
Hip Left:  X: 0.2184688 ,Y: -0.0326533 ,Z: 2.120692
Hip Right:  X: 0.3442874 ,Y: -0.07676639 ,Z: 2.124866
Elbow Left:  X: 0.1329342 ,Y: 0.07755178 ,Z: 1.975849
Wrist Left:  X: 0.2393289 ,Y: 0.07524645 ,Z: 1.781407
Hand Left:  X: 0.2987663 ,Y: 0.08480576 ,Z: 1.715608
Elbow Right:  X: 0.5317773 ,Y: 0.0821868 ,Z: 2.108311
Wrist Right:  X: 0.5770941 ,Y: 0.05714118 ,Z: 1.919005
Hand Right:  X: 0.5850097 ,Y: 0.08831245 ,Z: 1.848668
Knee Left:  X: 0.2817514 ,Y: -0.1825215 ,Z: 1.768251
Ankle Left:  X: 0.2999145 ,Y: -0.5105743 ,Z: 1.739535
Knee Right:  X: 0.2623125 ,Y: -0.2738666 ,Z: 1.768708
Ankle Right:  X: 0.3022999 ,Y: -0.6194868 ,Z: 1.732842
--------------------------------------
Head:  X: 0.2913155 ,Y: 0.5220501 ,Z: 2.109171
Shoulder Center:  X: 0.3238188 ,Y: 0.3221878 ,Z: 2.11775
Shoulder Left:  X: 0.1638089 ,Y: 0.2658174 ,Z: 2.092084
Shoulder Right:  X: 0.4582882 ,Y: 0.2378995 ,Z: 2.162952
Spine:  X: 0.2964789 ,Y: 0.06422051 ,Z: 2.124502
Hip Center:  X: 0.2942853 ,Y: 0.01290779 ,Z: 2.11582
Hip Left:  X: 0.2266445 ,Y: -0.03154681 ,Z: 2.112349
Hip Right:  X: 0.3491222 ,Y: -0.07948744 ,Z: 2.113843
Elbow Left:  X: 0.1274744 ,Y: 0.09920831 ,Z: 2.003952
Wrist Left:  X: 0.1879476 ,Y: 0.05427961 ,Z: 1.799765
Hand Left:  X: 0.2592523 ,Y: 0.06519499 ,Z: 1.684643
Elbow Right:  X: 0.5310858 ,Y: 0.07478702 ,Z: 2.095182
Wrist Right:  X: 0.5629846 ,Y: 0.05308425 ,Z: 1.905456
Hand Right:  X: 0.5726503 ,Y: 0.07325774 ,Z: 1.829375
Knee Left:  X: 0.3063084 ,Y: -0.1205707 ,Z: 1.777072
Ankle Left:  X: 0.3079729 ,Y: -0.4849167 ,Z: 1.729475
Knee Right:  X: 0.2731805 ,Y: -0.2701206 ,Z: 1.761857
Ankle Right:  X: 0.3006079 ,Y: -0.6171485 ,Z: 1.735367
--------------------------------------
Head:  X: 0.2815371 ,Y: 0.5173693 ,Z: 2.111006
Shoulder Center:  X: 0.3140073 ,Y: 0.322796 ,Z: 2.126168
Shoulder Left:  X: 0.1508256 ,Y: 0.2535648 ,Z: 2.096741
Shoulder Right:  X: 0.4507222 ,Y: 0.244292 ,Z: 2.166674
Spine:  X: 0.2921365 ,Y: 0.06219845 ,Z: 2.135138
Hip Center:  X: 0.2903673 ,Y: 0.01037532 ,Z: 2.125904
Hip Left:  X: 0.2176894 ,Y: -0.03580744 ,Z: 2.127352
Hip Right:  X: 0.3498422 ,Y: -0.0809605 ,Z: 2.120481
Elbow Left:  X: 0.1061825 ,Y: 0.0889757 ,Z: 2.020408
Wrist Left:  X: 0.1352437 ,Y: 0.06839526 ,Z: 1.782387
Hand Left:  X: 0.1642445 ,Y: 0.05713211 ,Z: 1.716841
Elbow Right:  X: 0.5259547 ,Y: 0.06463159 ,Z: 2.075259
Wrist Right:  X: 0.5511207 ,Y: 0.07445823 ,Z: 1.823591
Hand Right:  X: 0.5437052 ,Y: 0.02371487 ,Z: 1.813475
Knee Left:  X: 0.2974645 ,Y: -0.1732614 ,Z: 1.769781
Ankle Left:  X: 0.3009114 ,Y: -0.5411888 ,Z: 1.732374
Knee Right:  X: 0.2813634 ,Y: -0.2494252 ,Z: 1.768445
Ankle Right:  X: 0.3051834 ,Y: -0.6129123 ,Z: 1.732277
--------------------------------------
Head:  X: 0.2888635 ,Y: 0.5184854 ,Z: 2.114251
Shoulder Center:  X: 0.3312524 ,Y: 0.3208601 ,Z: 2.134939
Shoulder Left:  X: 0.1691442 ,Y: 0.2737159 ,Z: 2.101168
Shoulder Right:  X: 0.4613611 ,Y: 0.2533213 ,Z: 2.181468
Spine:  X: 0.3145911 ,Y: 0.05914787 ,Z: 2.14173
Hip Center:  X: 0.3153572 ,Y: 0.007322331 ,Z: 2.131617
Hip Left:  X: 0.245973 ,Y: -0.05998934 ,Z: 2.114583
Hip Right:  X: 0.3820033 ,Y: -0.0589819 ,Z: 2.144871
Elbow Left:  X: 0.1139282 ,Y: 0.06420338 ,Z: 2.083864
Wrist Left:  X: 0.1051807 ,Y: -0.04302449 ,Z: 1.857423
Hand Left:  X: 0.125285 ,Y: -0.06581715 ,Z: 1.791264
Elbow Right:  X: 0.5298691 ,Y: 0.03427835 ,Z: 2.151113
Wrist Right:  X: 0.5799235 ,Y: 0.01948838 ,Z: 1.970204
Hand Right:  X: 0.6029887 ,Y: 0.02151774 ,Z: 1.895094
Knee Left:  X: 0.308621 ,Y: -0.3828678 ,Z: 1.767641
Ankle Left:  X: 0.2814993 ,Y: -0.6525065 ,Z: 1.727907
Knee Right:  X: 0.3731905 ,Y: -0.253666 ,Z: 1.77231
Ankle Right:  X: 0.3528296 ,Y: -0.5202575 ,Z: 1.586112
--------------------------------------
Head:  X: 0.3516641 ,Y: 0.5194967 ,Z: 2.141133
Shoulder Center:  X: 0.3569642 ,Y: 0.3177242 ,Z: 2.143367
