Head:  X: -0.2579185 ,Y: 0.5654851 ,Z: 1.726435
Shoulder Center:  X: -0.3303879 ,Y: 0.4018448 ,Z: 1.838062
Shoulder Left:  X: -0.4620348 ,Y: 0.3472858 ,Z: 1.827305
Shoulder Right:  X: -0.1724694 ,Y: 0.3501775 ,Z: 1.953019
Spine:  X: -0.3626503 ,Y: 0.1579419 ,Z: 1.995153
Hip Center:  X: -0.3691028 ,Y: 0.1091613 ,Z: 2.029294
Hip Left:  X: -0.4417226 ,Y: 0.05205548 ,Z: 2.049733
Hip Right:  X: -0.3114182 ,Y: 0.05335673 ,Z: 2.078329
Elbow Left:  X: -0.5249866 ,Y: 0.2525385 ,Z: 1.651057
Wrist Left:  X: -0.4806372 ,Y: 0.07206811 ,Z: 1.536268
Hand Left:  X: -0.4624167 ,Y: -0.007862151 ,Z: 1.522739
Elbow Right:  X: -0.03003312 ,Y: 0.2477536 ,Z: 1.962991
Wrist Right:  X: -0.06455171 ,Y: 0.09297442 ,Z: 1.809966
Hand Right:  X: -0.1071695 ,Y: 0.04885193 ,Z: 1.807033
Knee Left:  X: -0.4263477 ,Y: -0.2680948 ,Z: 1.778187
Ankle Left:  X: -0.545431 ,Y: -0.5527436 ,Z: 1.845018
Knee Right:  X: -0.1159088 ,Y: -0.20646 ,Z: 1.942626
Ankle Right:  X: -0.0898218 ,Y: -0.5392624 ,Z: 2.026951
--------------------------------------
Head:  X: -0.2226831 ,Y: 0.7060724 ,Z: 1.623753
Shoulder Center:  X: -0.3522214 ,Y: 0.6361075 ,Z: 1.717019
Shoulder Left:  X: -0.4871904 ,Y: 0.6198593 ,Z: 1.731009
Shoulder Right:  X: -0.1806019 ,Y: 0.6175122 ,Z: 1.75919
Spine:  X: -0.3836008 ,Y: 0.3590909 ,Z: 1.813407
Hip Center:  X: -0.3901073 ,Y: 0.306245 ,Z: 1.833736
Hip Left:  X: -0.4628975 ,Y: 0.2484063 ,Z: 1.852656
Hip Right:  X: -0.3308709 ,Y: 0.2324457 ,Z: 1.858425
Elbow Left:  X: -0.606629 ,Y: 0.3832466 ,Z: 1.749099
Wrist Left:  X: -0.6547214 ,Y: 0.18387 ,Z: 1.696838
Hand Left:  X: -0.6763325 ,Y: 0.1209606 ,Z: 1.686373
Elbow Right:  X: -0.06340116 ,Y: 0.4489458 ,Z: 1.866847
Wrist Right:  X: -0.07644616 ,Y: 0.1831147 ,Z: 1.823427
Hand Right:  X: -0.08873343 ,Y: 0.09296291 ,Z: 1.818822
Knee Left:  X: -0.5257245 ,Y: -0.1962015 ,Z: 1.729742
Ankle Left:  X: -0.5639023 ,Y: -0.5539348 ,Z: 1.867562
Knee Right:  X: -0.2079497 ,Y: -0.1962347 ,Z: 1.859194
Ankle Right:  X: -0.1466907 ,Y: -0.4669037 ,Z: 1.939492
--------------------------------------
Head:  X: -0.2275422 ,Y: 0.7228374 ,Z: 1.65208
Shoulder Center:  X: -0.3611241 ,Y: 0.6506885 ,Z: 1.749726
Shoulder Left:  X: -0.4794399 ,Y: 0.6432552 ,Z: 1.760422
Shoulder Right:  X: -0.1632544 ,Y: 0.5808284 ,Z: 1.828514
Spine:  X: -0.3712665 ,Y: 0.3888186 ,Z: 1.832741
Hip Center:  X: -0.3779599 ,Y: 0.340016 ,Z: 1.850406
Hip Left:  X: -0.4493202 ,Y: 0.2731821 ,Z: 1.859962
Hip Right:  X: -0.2928811 ,Y: 0.257992 ,Z: 1.877599
Elbow Left:  X: -0.5157905 ,Y: 0.4410638 ,Z: 1.757267
Wrist Left:  X: -0.4723349 ,Y: 0.2450204 ,Z: 1.722187
Hand Left:  X: -0.4409455 ,Y: 0.1671982 ,Z: 1.717731
Elbow Right:  X: -0.07991543 ,Y: 0.4048293 ,Z: 1.913573
Wrist Right:  X: -0.05809958 ,Y: 0.1522159 ,Z: 1.927017
Hand Right:  X: -0.05929226 ,Y: 0.06552529 ,Z: 1.903476
Knee Left:  X: -0.53629 ,Y: -0.1943946 ,Z: 1.782297
Ankle Left:  X: -0.5842804 ,Y: -0.5617477 ,Z: 1.878779
Knee Right:  X: -0.200472 ,Y: -0.2036961 ,Z: 1.863806
Ankle Right:  X: -0.1159835 ,Y: -0.536302 ,Z: 1.983652
--------------------------------------
Head:  X: -0.3336666 ,Y: 0.5703944 ,Z: 1.739658
Shoulder Center:  X: -0.3622436 ,Y: 0.3947923 ,Z: 1.861452
Shoulder Left:  X: -0.5248213 ,Y: 0.3137922 ,Z: 1.87222
Shoulder Right:  X: -0.1855327 ,Y: 0.3890707 ,Z: 1.947955
Spine:  X: -0.3647236 ,Y: 0.1733353 ,Z: 1.967012
Hip Center:  X: -0.3654135 ,Y: 0.1292528 ,Z: 1.991175
Hip Left:  X: -0.4460715 ,Y: 0.04295675 ,Z: 1.997376
Hip Right:  X: -0.2870773 ,Y: 0.06809714 ,Z: 2.054646
Elbow Left:  X: -0.5184674 ,Y: 0.1188476 ,Z: 1.858793
Wrist Left:  X: -0.6091857 ,Y: -0.0279132 ,Z: 1.971024
Hand Left:  X: -0.5778966 ,Y: -0.1071104 ,Z: 1.968058
Elbow Right:  X: -0.05090002 ,Y: 0.2909344 ,Z: 2.113464
Wrist Right:  X: -0.06440122 ,Y: 0.07996607 ,Z: 2.01024
Hand Right:  X: -0.03189991 ,Y: 0.03529816 ,Z: 1.971555
Knee Left:  X: -0.5056118 ,Y: -0.2461881 ,Z: 1.766288
Ankle Left:  X: -0.5751479 ,Y: -0.56469 ,Z: 1.885741
Knee Right:  X: -0.2622733 ,Y: -0.2570104 ,Z: 1.796245
Ankle Right:  X: -0.1319457 ,Y: -0.57161 ,Z: 1.972035
--------------------------------------
Head:  X: -0.3574318 ,Y: 0.6760739 ,Z: 2.097365
Shoulder Center:  X: -0.4311269 ,Y: 0.4924773 ,Z: 2.159851
Shoulder Left:  X: -0.5862907 ,Y: 0.3821931 ,Z: 2.104207
Shoulder Right:  X: -0.2659425 ,Y: 0.4018272 ,Z: 2.270226
Spine:  X: -0.4093165 ,Y: 0.2009341 ,Z: 2.184956
Hip Center:  X: -0.4049321 ,Y: 0.1427465 ,Z: 2.192597
Hip Left:  X: -0.4735516 ,Y: 0.05949327 ,Z: 2.167453
Hip Right:  X: -0.3248932 ,Y: 0.07166107 ,Z: 2.227355
Elbow Left:  X: -0.6454653 ,Y: 0.1772776 ,Z: 2.072269
Wrist Left:  X: -0.5797178 ,Y: 0.01081599 ,Z: 1.997956
Hand Left:  X: -0.557802 ,Y: -0.04467121 ,Z: 1.976752
Elbow Right:  X: -0.1459011 ,Y: 0.2405956 ,Z: 2.26424
Wrist Right:  X: -0.08548966 ,Y: 0.10977 ,Z: 2.12979
Hand Right:  X: -0.06484492 ,Y: 0.07249093 ,Z: 2.04936
Knee Left:  X: -0.4874488 ,Y: -0.172521 ,Z: 1.790904
Ankle Left:  X: -0.5643969 ,Y: -0.5473959 ,Z: 1.837796
Knee Right:  X: -0.02998179 ,Y: -0.08637382 ,Z: 1.987513
Ankle Right:  X: -0.08052254 ,Y: -0.511094 ,Z: 2.030972
--------------------------------------
Head:  X: -0.3298783 ,Y: 0.7010128 ,Z: 2.167213
Shoulder Center:  X: -0.4077521 ,Y: 0.5081919 ,Z: 2.201538
Shoulder Left:  X: -0.5375384 ,Y: 0.3860029 ,Z: 2.122753
Shoulder Right:  X: -0.2585878 ,Y: 0.3886455 ,Z: 2.329321
Spine:  X: -0.3931422 ,Y: 0.1944753 ,Z: 2.214558
Hip Center:  X: -0.3805849 ,Y: 0.1330449 ,Z: 2.20612
Hip Left:  X: -0.4469735 ,Y: 0.0634497 ,Z: 2.169313
Hip Right:  X: -0.3038509 ,Y: 0.05665256 ,Z: 2.23881
Elbow Left:  X: -0.6476737 ,Y: 0.1916795 ,Z: 2.07022
Wrist Left:  X: -0.5297093 ,Y: 0.05610042 ,Z: 1.959474
Hand Left:  X: -0.4781238 ,Y: 0.01988042 ,Z: 1.922129
Elbow Right:  X: -0.1911637 ,Y: 0.2043507 ,Z: 2.307135
Wrist Right:  X: -0.1019601 ,Y: 0.113574 ,Z: 2.077427
Hand Right:  X: -0.09897489 ,Y: 0.09158918 ,Z: 2.013838
Knee Left:  X: -0.2488962 ,Y: -0.1586351 ,Z: 1.851511
Ankle Left:  X: -0.2733607 ,Y: -0.5573571 ,Z: 1.952543
Knee Right:  X: -0.03425736 ,Y: -0.1511197 ,Z: 1.972856
Ankle Right:  X: -0.1162658 ,Y: -0.5458003 ,Z: 2.033241
--------------------------------------
Head:  X: -0.3566903 ,Y: 0.6903385 ,Z: 2.058993
Shoulder Center:  X: -0.4080243 ,Y: 0.4950265 ,Z: 2.122134
Shoulder Left:  X: -0.5517204 ,Y: 0.3803799 ,Z: 2.068785
Shoulder Right:  X: -0.2614653 ,Y: 0.3913227 ,Z: 2.248799
Spine:  X: -0.4012781 ,Y: 0.1953754 ,Z: 2.166014
Hip Center:  X: -0.3983018 ,Y: 0.1351443 ,Z: 2.17533
Hip Left:  X: -0.4610871 ,Y: 0.05735797 ,Z: 2.149026
Hip Right:  X: -0.3305716 ,Y: 0.06856192 ,Z: 2.218531
