Head:  X: -0.2452853 ,Y: 0.5419506 ,Z: 2.044346
Shoulder Center:  X: -0.3115425 ,Y: 0.375619 ,Z: 2.07445
Shoulder Left:  X: -0.4496604 ,Y: 0.3254171 ,Z: 2.018307
Shoulder Right:  X: -0.1500601 ,Y: 0.2893464 ,Z: 2.111074
Spine:  X: -0.3337608 ,Y: 0.1119899 ,Z: 2.163763
Hip Center:  X: -0.3382044 ,Y: 0.05926408 ,Z: 2.184278
Hip Left:  X: -0.4111775 ,Y: 0.0013728 ,Z: 2.190633
Hip Right:  X: -0.2763573 ,Y: -0.01485903 ,Z: 2.219225
Elbow Left:  X: -0.4961293 ,Y: 0.06039095 ,Z: 2.066542
Wrist Left:  X: -0.3519755 ,Y: 0.08820389 ,Z: 1.819725
Hand Left:  X: -0.2860203 ,Y: 0.07523016 ,Z: 1.773903
Elbow Right:  X: -0.06230986 ,Y: 0.1091341 ,Z: 2.134685
Wrist Right:  X: 0.01985894 ,Y: 0.118352 ,Z: 1.935798
Hand Right:  X: 0.05836798 ,Y: 0.1403697 ,Z: 1.835391
Knee Left:  X: -0.2989013 ,Y: -0.2498187 ,Z: 1.91092
Ankle Left:  X: -0.2969674 ,Y: -0.5390793 ,Z: 1.880612
Knee Right:  X: -0.1263518 ,Y: -0.2605063 ,Z: 2.032682
Ankle Right:  X: -0.09693781 ,Y: -0.5251504 ,Z: 2.054532
--------------------------------------
Head:  X: -0.240909 ,Y: 0.5417781 ,Z: 2.038076
Shoulder Center:  X: -0.3011921 ,Y: 0.3739791 ,Z: 2.068519
Shoulder Left:  X: -0.4474194 ,Y: 0.3318231 ,Z: 2.010515
Shoulder Right:  X: -0.1479478 ,Y: 0.3472238 ,Z: 2.080949
Spine:  X: -0.3293292 ,Y: 0.1271404 ,Z: 2.153621
Hip Center:  X: -0.3347771 ,Y: 0.07826809 ,Z: 2.17281
Hip Left:  X: -0.410142 ,Y: 0.01588623 ,Z: 2.169276
Hip Right:  X: -0.2756839 ,Y: 0.007305593 ,Z: 2.21667
Elbow Left:  X: -0.4274618 ,Y: 0.1951626 ,Z: 1.884861
Wrist Left:  X: -0.2845152 ,Y: 0.1757955 ,Z: 1.709517
Hand Left:  X: -0.1796429 ,Y: 0.2018005 ,Z: 1.625585
Elbow Right:  X: -0.07329817 ,Y: 0.1652644 ,Z: 2.077466
Wrist Right:  X: 0.04942387 ,Y: 0.1970741 ,Z: 1.869175
Hand Right:  X: 0.06834488 ,Y: 0.1968234 ,Z: 1.842533
Knee Left:  X: -0.3016248 ,Y: -0.2474361 ,Z: 1.910962
Ankle Left:  X: -0.2935605 ,Y: -0.5427625 ,Z: 1.882119
Knee Right:  X: -0.1259133 ,Y: -0.2574988 ,Z: 2.02884
Ankle Right:  X: -0.0944372 ,Y: -0.5284785 ,Z: 2.052236
--------------------------------------
Head:  X: -0.2409849 ,Y: 0.5470463 ,Z: 2.04518
Shoulder Center:  X: -0.2953357 ,Y: 0.3760287 ,Z: 2.075104
Shoulder Left:  X: -0.4442594 ,Y: 0.333216 ,Z: 2.009792
Shoulder Right:  X: -0.1488246 ,Y: 0.3109855 ,Z: 2.114266
Spine:  X: -0.3257766 ,Y: 0.1306587 ,Z: 2.155356
Hip Center:  X: -0.3316439 ,Y: 0.08176368 ,Z: 2.17398
Hip Left:  X: -0.4061826 ,Y: 0.01641056 ,Z: 2.168168
Hip Right:  X: -0.27343 ,Y: 0.01271276 ,Z: 2.220437
Elbow Left:  X: -0.4016592 ,Y: 0.1823117 ,Z: 1.852596
Wrist Left:  X: -0.2865413 ,Y: 0.1773876 ,Z: 1.715831
Hand Left:  X: -0.1758737 ,Y: 0.1933004 ,Z: 1.624941
Elbow Right:  X: -0.06548978 ,Y: 0.1704102 ,Z: 2.069316
Wrist Right:  X: 0.04750953 ,Y: 0.1995646 ,Z: 1.868301
Hand Right:  X: 0.064846 ,Y: 0.2056945 ,Z: 1.840092
Knee Left:  X: -0.3022975 ,Y: -0.2473866 ,Z: 1.910425
Ankle Left:  X: -0.2922907 ,Y: -0.543183 ,Z: 1.883465
Knee Right:  X: -0.1248508 ,Y: -0.258482 ,Z: 2.028936
Ankle Right:  X: -0.09343499 ,Y: -0.5297724 ,Z: 2.052142
--------------------------------------
Head:  X: -0.2400673 ,Y: 0.5495957 ,Z: 2.05182
Shoulder Center:  X: -0.2964489 ,Y: 0.3803178 ,Z: 2.079693
Shoulder Left:  X: -0.4416006 ,Y: 0.3353978 ,Z: 2.010235
Shoulder Right:  X: -0.1484207 ,Y: 0.3085263 ,Z: 2.117195
Spine:  X: -0.3267287 ,Y: 0.1316282 ,Z: 2.156542
Hip Center:  X: -0.3327206 ,Y: 0.08206236 ,Z: 2.17471
Hip Left:  X: -0.4066105 ,Y: 0.01982 ,Z: 2.169692
Hip Right:  X: -0.2751503 ,Y: 0.01093684 ,Z: 2.219542
