Head:  X: -0.3535506 ,Y: 0.6341244 ,Z: 1.95467
Shoulder Center:  X: -0.3869741 ,Y: 0.4512871 ,Z: 2.017561
Shoulder Left:  X: -0.5206259 ,Y: 0.3357124 ,Z: 1.967878
Shoulder Right:  X: -0.2216596 ,Y: 0.3778445 ,Z: 2.133366
Spine:  X: -0.3744276 ,Y: 0.1619239 ,Z: 2.072473
Hip Center:  X: -0.3719183 ,Y: 0.1040513 ,Z: 2.086293
Hip Left:  X: -0.4358593 ,Y: 0.01785499 ,Z: 2.060953
Hip Right:  X: -0.3013245 ,Y: 0.03681445 ,Z: 2.136874
Elbow Left:  X: -0.5703856 ,Y: 0.1176572 ,Z: 1.899901
Wrist Left:  X: -0.523791 ,Y: -0.07804295 ,Z: 1.758094
Hand Left:  X: -0.4925073 ,Y: -0.1472629 ,Z: 1.688301
Elbow Right:  X: -0.11535 ,Y: 0.1598962 ,Z: 2.173638
Wrist Right:  X: 0.04966928 ,Y: 0.07253916 ,Z: 2.061248
Hand Right:  X: 0.1103628 ,Y: 0.05805566 ,Z: 2.016093
Knee Left:  X: -0.2576059 ,Y: -0.2226619 ,Z: 1.782446
Ankle Left:  X: -0.2161595 ,Y: -0.560067 ,Z: 1.778831
Knee Right:  X: -0.03215238 ,Y: -0.227792 ,Z: 1.94358
Ankle Right:  X: -0.0239269 ,Y: -0.5568309 ,Z: 1.94248
--------------------------------------
Head:  X: -0.3377585 ,Y: 0.6358011 ,Z: 1.947548
Shoulder Center:  X: -0.3708273 ,Y: 0.4570894 ,Z: 2.0096
Shoulder Left:  X: -0.5204725 ,Y: 0.3363681 ,Z: 1.966147
Shoulder Right:  X: -0.2023934 ,Y: 0.3696408 ,Z: 2.092015
Spine:  X: -0.3689058 ,Y: 0.1638228 ,Z: 2.07081
Hip Center:  X: -0.3682711 ,Y: 0.1054107 ,Z: 2.086265
Hip Left:  X: -0.4379546 ,Y: 0.0223224 ,Z: 2.068179
Hip Right:  X: -0.2944708 ,Y: 0.03195505 ,Z: 2.135766
Elbow Left:  X: -0.6290864 ,Y: 0.1448568 ,Z: 1.881187
Wrist Left:  X: -0.6817414 ,Y: -0.00149627 ,Z: 1.74488
Hand Left:  X: -0.6850799 ,Y: -0.0288839 ,Z: 1.664573
Elbow Right:  X: -0.07391248 ,Y: 0.1766746 ,Z: 2.053108
Wrist Right:  X: 0.08971543 ,Y: 0.1397313 ,Z: 1.860139
Hand Right:  X: 0.1283948 ,Y: 0.1356718 ,Z: 1.824865
Knee Left:  X: -0.268019 ,Y: -0.2256943 ,Z: 1.778325
Ankle Left:  X: -0.2161452 ,Y: -0.5551624 ,Z: 1.778215
Knee Right:  X: -0.03432636 ,Y: -0.2465695 ,Z: 1.929759
Ankle Right:  X: -0.02294699 ,Y: -0.5610081 ,Z: 1.936562
--------------------------------------
Head:  X: -0.26603 ,Y: 0.6653025 ,Z: 2.089206
Shoulder Center:  X: -0.3274944 ,Y: 0.4817871 ,Z: 2.115822
Shoulder Left:  X: -0.4720173 ,Y: 0.3649217 ,Z: 2.051604
Shoulder Right:  X: -0.1700893 ,Y: 0.3526598 ,Z: 2.213902
Spine:  X: -0.3325887 ,Y: 0.1689544 ,Z: 2.12862
Hip Center:  X: -0.3335743 ,Y: 0.1065885 ,Z: 2.134575
Hip Left:  X: -0.4038548 ,Y: 0.03696436 ,Z: 2.104312
Hip Right:  X: -0.2647152 ,Y: 0.02304741 ,Z: 2.169165
Elbow Left:  X: -0.560147 ,Y: 0.1753916 ,Z: 1.989441
Wrist Left:  X: -0.5629463 ,Y: 0.03937829 ,Z: 1.832498
Hand Left:  X: -0.5350655 ,Y: -0.0241013 ,Z: 1.737575
Elbow Right:  X: -0.1624688 ,Y: 0.09764056 ,Z: 2.192759
Wrist Right:  X: -0.01332076 ,Y: 0.01094612 ,Z: 2.05782
Hand Right:  X: 0.06661484 ,Y: -0.03317686 ,Z: 2.012309
Knee Left:  X: -0.2562883 ,Y: -0.2248978 ,Z: 1.792824
Ankle Left:  X: -0.2083355 ,Y: -0.5616823 ,Z: 1.783808
Knee Right:  X: -0.03222977 ,Y: -0.2357017 ,Z: 1.948613
Ankle Right:  X: -0.0204955 ,Y: -0.5639217 ,Z: 1.944397
--------------------------------------
Head:  X: -0.3556331 ,Y: 0.6558629 ,Z: 2.165596
Shoulder Center:  X: -0.4073814 ,Y: 0.4699142 ,Z: 2.18313
Shoulder Left:  X: -0.5463627 ,Y: 0.3538909 ,Z: 2.108272
Shoulder Right:  X: -0.2423309 ,Y: 0.3539602 ,Z: 2.273343
Spine:  X: -0.3957416 ,Y: 0.1704661 ,Z: 2.185924
Hip Center:  X: -0.3865196 ,Y: 0.1115842 ,Z: 2.176596
Hip Left:  X: -0.4531163 ,Y: 0.03785925 ,Z: 2.138278
Hip Right:  X: -0.3109362 ,Y: 0.03200445 ,Z: 2.207109
Elbow Left:  X: -0.6187135 ,Y: 0.1818566 ,Z: 1.96359
Wrist Left:  X: -0.5681307 ,Y: 0.03624336 ,Z: 1.825743
Hand Left:  X: -0.5138125 ,Y: 0.02046183 ,Z: 1.739631
Elbow Right:  X: -0.1749068 ,Y: 0.1185836 ,Z: 2.255476
Wrist Right:  X: -0.03996614 ,Y: 0.0440063 ,Z: 2.117666
Hand Right:  X: 0.03008526 ,Y: 0.008904598 ,Z: 2.073018
Knee Left:  X: -0.2359412 ,Y: -0.2226793 ,Z: 1.814389
Ankle Left:  X: -0.1841555 ,Y: -0.5611839 ,Z: 1.792527
Knee Right:  X: -0.09095477 ,Y: -0.112538 ,Z: 1.874502
Ankle Right:  X: -0.03848715 ,Y: -0.3871484 ,Z: 1.660518
--------------------------------------
Head:  X: -0.3803384 ,Y: 0.6580555 ,Z: 2.200508
Shoulder Center:  X: -0.4291153 ,Y: 0.4662458 ,Z: 2.203366
Shoulder Left:  X: -0.5662137 ,Y: 0.3528523 ,Z: 2.12417
Shoulder Right:  X: -0.2625659 ,Y: 0.3525453 ,Z: 2.293197
Spine:  X: -0.4333252 ,Y: 0.1758699 ,Z: 2.211234
Hip Center:  X: -0.423595 ,Y: 0.1194924 ,Z: 2.195688
Hip Left:  X: -0.4963382 ,Y: 0.04972119 ,Z: 2.158194
Hip Right:  X: -0.3501981 ,Y: 0.03576217 ,Z: 2.224888
Elbow Left:  X: -0.6429816 ,Y: 0.2132451 ,Z: 1.956549
Wrist Left:  X: -0.5321557 ,Y: 0.167238 ,Z: 1.77707
Hand Left:  X: -0.4862411 ,Y: 0.1481776 ,Z: 1.707574
Elbow Right:  X: -0.183198 ,Y: 0.1736981 ,Z: 2.27385
Wrist Right:  X: -0.06568015 ,Y: 0.1070773 ,Z: 2.120517
Hand Right:  X: 0.01186255 ,Y: 0.09540956 ,Z: 2.058599
Knee Left:  X: -0.3067503 ,Y: -0.1441641 ,Z: 1.908935
Ankle Left:  X: -0.2135134 ,Y: -0.4452141 ,Z: 1.839609
