Head:  X: -0.2960861 ,Y: 0.6028367 ,Z: 2.101872
Shoulder Center:  X: -0.3512386 ,Y: 0.4298424 ,Z: 2.119816
Shoulder Left:  X: -0.4738815 ,Y: 0.3280757 ,Z: 2.051484
Shoulder Right:  X: -0.1955708 ,Y: 0.3775001 ,Z: 2.165076
Spine:  X: -0.3299592 ,Y: 0.142117 ,Z: 2.176509
Hip Center:  X: -0.3257033 ,Y: 0.08457194 ,Z: 2.190616
Hip Left:  X: -0.3833732 ,Y: 0.006520148 ,Z: 2.177808
Hip Right:  X: -0.2581334 ,Y: 0.02876112 ,Z: 2.226483
Elbow Left:  X: -0.4826215 ,Y: 0.1023401 ,Z: 2.003353
Wrist Left:  X: -0.3742678 ,Y: 0.1174712 ,Z: 1.809679
Hand Left:  X: -0.3178557 ,Y: 0.1139522 ,Z: 1.755342
Elbow Right:  X: -0.1592226 ,Y: 0.108774 ,Z: 2.174161
Wrist Right:  X: -0.02660163 ,Y: -0.01375001 ,Z: 2.27518
Hand Right:  X: 0.01760536 ,Y: -0.05459135 ,Z: 2.312628
Knee Left:  X: -0.3035873 ,Y: -0.2455643 ,Z: 1.915891
Ankle Left:  X: -0.2988611 ,Y: -0.5418187 ,Z: 1.888278
Knee Right:  X: -0.1192522 ,Y: -0.2398717 ,Z: 2.032238
Ankle Right:  X: -0.08896209 ,Y: -0.528096 ,Z: 2.04931
--------------------------------------
Head:  X: -0.2859998 ,Y: 0.5953596 ,Z: 2.079688
Shoulder Center:  X: -0.3244959 ,Y: 0.4284159 ,Z: 2.105388
Shoulder Left:  X: -0.4730997 ,Y: 0.3310737 ,Z: 2.04199
Shoulder Right:  X: -0.1511503 ,Y: 0.3193043 ,Z: 2.13058
Spine:  X: -0.333861 ,Y: 0.1511195 ,Z: 2.16838
Hip Center:  X: -0.3347365 ,Y: 0.09537265 ,Z: 2.183196
Hip Left:  X: -0.4080528 ,Y: 0.02256579 ,Z: 2.177946
Hip Right:  X: -0.2615533 ,Y: 0.01812573 ,Z: 2.216892
Elbow Left:  X: -0.4753352 ,Y: 0.1216568 ,Z: 1.979285
Wrist Left:  X: -0.4135405 ,Y: 0.2629279 ,Z: 1.877716
Hand Left:  X: -0.3731665 ,Y: 0.3184587 ,Z: 1.836164
Elbow Right:  X: -0.1720992 ,Y: 0.1088993 ,Z: 2.193691
Wrist Right:  X: -0.09218475 ,Y: 0.2881819 ,Z: 2.066761
Hand Right:  X: -0.05935084 ,Y: 0.3317311 ,Z: 2.034521
Knee Left:  X: -0.3044228 ,Y: -0.2383583 ,Z: 1.915486
Ankle Left:  X: -0.2989831 ,Y: -0.5422503 ,Z: 1.887498
Knee Right:  X: -0.1743825 ,Y: -0.2453818 ,Z: 2.001331
Ankle Right:  X: -0.08846647 ,Y: -0.5292728 ,Z: 2.048091
--------------------------------------
Head:  X: -0.2935343 ,Y: 0.5978686 ,Z: 2.084721
Shoulder Center:  X: -0.3352703 ,Y: 0.4266631 ,Z: 2.102219
Shoulder Left:  X: -0.477075 ,Y: 0.3317563 ,Z: 2.034619
Shoulder Right:  X: -0.1911194 ,Y: 0.370293 ,Z: 2.136407
Spine:  X: -0.3390491 ,Y: 0.1486303 ,Z: 2.166478
Hip Center:  X: -0.3389245 ,Y: 0.09304808 ,Z: 2.181764
Hip Left:  X: -0.4031579 ,Y: 0.02345173 ,Z: 2.173527
Hip Right:  X: -0.2727722 ,Y: 0.02770223 ,Z: 2.216726
Elbow Left:  X: -0.4830908 ,Y: 0.09754845 ,Z: 1.989556
Wrist Left:  X: -0.4039651 ,Y: 0.2338052 ,Z: 1.865511
Hand Left:  X: -0.3549771 ,Y: 0.2599259 ,Z: 1.816351
Elbow Right:  X: -0.1650535 ,Y: 0.138722 ,Z: 2.190912
Wrist Right:  X: -0.09784289 ,Y: 0.2602587 ,Z: 2.063282
Hand Right:  X: -0.07272849 ,Y: 0.2743295 ,Z: 2.028911
Knee Left:  X: -0.3045716 ,Y: -0.2385258 ,Z: 1.916053
Ankle Left:  X: -0.2992449 ,Y: -0.5429904 ,Z: 1.890483
Knee Right:  X: -0.1208481 ,Y: -0.2482757 ,Z: 2.031782
Ankle Right:  X: -0.08805479 ,Y: -0.527936 ,Z: 2.047863
--------------------------------------
Head:  X: -0.303331 ,Y: 0.6162679 ,Z: 2.100908
Shoulder Center:  X: -0.3526738 ,Y: 0.4414339 ,Z: 2.109164
Shoulder Left:  X: -0.4778274 ,Y: 0.3312966 ,Z: 2.034791
Shoulder Right:  X: -0.2051588 ,Y: 0.3948225 ,Z: 2.194538
Spine:  X: -0.3428235 ,Y: 0.1560158 ,Z: 2.167837
Hip Center:  X: -0.3409239 ,Y: 0.09893508 ,Z: 2.182363
Hip Left:  X: -0.3990069 ,Y: 0.02504515 ,Z: 2.164446
Hip Right:  X: -0.2776806 ,Y: 0.03564555 ,Z: 2.225311
Elbow Left:  X: -0.4687932 ,Y: 0.08228511 ,Z: 2.009872
