Head:  X: -0.322391 ,Y: 0.6896436 ,Z: 2.12129
Shoulder Center:  X: -0.3551479 ,Y: 0.5037283 ,Z: 2.131571
Shoulder Left:  X: -0.4916837 ,Y: 0.3604493 ,Z: 2.065856
Shoulder Right:  X: -0.1707729 ,Y: 0.4554746 ,Z: 2.288792
Spine:  X: -0.3509527 ,Y: 0.2074698 ,Z: 2.167529
Hip Center:  X: -0.3501136 ,Y: 0.1482181 ,Z: 2.177672
Hip Left:  X: -0.4210496 ,Y: 0.03722312 ,Z: 2.136901
Hip Right:  X: -0.2766397 ,Y: 0.07998449 ,Z: 2.235597
Elbow Left:  X: -0.596115 ,Y: 0.1605443 ,Z: 1.984517
Wrist Left:  X: -0.6747265 ,Y: -0.01788796 ,Z: 1.895345
Hand Left:  X: -0.7050666 ,Y: -0.08669614 ,Z: 1.84497
Elbow Right:  X: 0.06063844 ,Y: 0.5426114 ,Z: 2.347221
Wrist Right:  X: 0.179789 ,Y: 0.7131467 ,Z: 2.309017
Hand Right:  X: 0.2181251 ,Y: 0.7877901 ,Z: 2.302281
Knee Left:  X: -0.2857046 ,Y: -0.2348961 ,Z: 1.828435
Ankle Left:  X: -0.2445914 ,Y: -0.5510733 ,Z: 1.797033
Knee Right:  X: -0.06003736 ,Y: -0.2421208 ,Z: 1.978421
Ankle Right:  X: -0.03884825 ,Y: -0.5539234 ,Z: 1.946459
--------------------------------------
Head:  X: -0.3110116 ,Y: 0.6939919 ,Z: 2.137264
Shoulder Center:  X: -0.3368432 ,Y: 0.5051698 ,Z: 2.154469
Shoulder Left:  X: -0.4800483 ,Y: 0.3741468 ,Z: 2.101025
Shoulder Right:  X: -0.1566828 ,Y: 0.4146447 ,Z: 2.197369
Spine:  X: -0.3339002 ,Y: 0.20896 ,Z: 2.186381
Hip Center:  X: -0.3343766 ,Y: 0.1454597 ,Z: 2.196742
Hip Left:  X: -0.4119157 ,Y: 0.05892285 ,Z: 2.169723
Hip Right:  X: -0.2525671 ,Y: 0.07342467 ,Z: 2.241891
Elbow Left:  X: -0.5970709 ,Y: 0.1544131 ,Z: 2.106491
Wrist Left:  X: -0.645125 ,Y: 0.05762888 ,Z: 1.829699
Hand Left:  X: -0.652002 ,Y: 0.02439193 ,Z: 1.76065
Elbow Right:  X: 0.005442411 ,Y: 0.4323282 ,Z: 2.016452
Wrist Right:  X: -0.1724384 ,Y: 0.4233723 ,Z: 1.794999
Hand Right:  X: -0.2073174 ,Y: 0.4518498 ,Z: 1.731234
Knee Left:  X: -0.2924431 ,Y: -0.2276051 ,Z: 1.836883
Ankle Left:  X: -0.2461749 ,Y: -0.5515466 ,Z: 1.797579
Knee Right:  X: -0.0649539 ,Y: -0.2376819 ,Z: 1.977599
Ankle Right:  X: -0.03804038 ,Y: -0.5604783 ,Z: 1.944987
--------------------------------------
Head:  X: -0.2987877 ,Y: 0.6735762 ,Z: 2.097127
Shoulder Center:  X: -0.3531996 ,Y: 0.4916193 ,Z: 2.127594
Shoulder Left:  X: -0.4853002 ,Y: 0.368519 ,Z: 2.06424
Shoulder Right:  X: -0.1975859 ,Y: 0.3914713 ,Z: 2.23165
Spine:  X: -0.3522037 ,Y: 0.1792702 ,Z: 2.164737
Hip Center:  X: -0.3521962 ,Y: 0.1165991 ,Z: 2.175153
Hip Left:  X: -0.4167947 ,Y: 0.03731186 ,Z: 2.142116
Hip Right:  X: -0.2875168 ,Y: 0.04290795 ,Z: 2.222499
Elbow Left:  X: -0.5360386 ,Y: 0.1662406 ,Z: 1.925742
Wrist Left:  X: -0.3972073 ,Y: 0.08305145 ,Z: 1.7593
Hand Left:  X: -0.3629581 ,Y: 0.09546563 ,Z: 1.709364
Elbow Right:  X: -0.1663322 ,Y: 0.1672974 ,Z: 2.229044
Wrist Right:  X: -0.0567073 ,Y: 0.09636395 ,Z: 1.979043
Hand Right:  X: -0.01540776 ,Y: 0.100844 ,Z: 1.924291
Knee Left:  X: -0.2858017 ,Y: -0.2427741 ,Z: 1.828307
Ankle Left:  X: -0.2439632 ,Y: -0.5583823 ,Z: 1.798209
Knee Right:  X: -0.06051881 ,Y: -0.2460617 ,Z: 1.977223
Ankle Right:  X: -0.04168061 ,Y: -0.55898 ,Z: 1.947487
--------------------------------------
Head:  X: -0.3188385 ,Y: 0.6690964 ,Z: 2.100222
Shoulder Center:  X: -0.3618076 ,Y: 0.488897 ,Z: 2.148665
Shoulder Left:  X: -0.4801038 ,Y: 0.3523314 ,Z: 2.078599
Shoulder Right:  X: -0.1989838 ,Y: 0.3948197 ,Z: 2.237772
Spine:  X: -0.3447949 ,Y: 0.1687849 ,Z: 2.172216
Hip Center:  X: -0.341157 ,Y: 0.1045722 ,Z: 2.180517
Hip Left:  X: -0.3987405 ,Y: 0.02496454 ,Z: 2.145756
Hip Right:  X: -0.2743692 ,Y: 0.03437928 ,Z: 2.224125
Elbow Left:  X: -0.4996867 ,Y: 0.1666743 ,Z: 1.95262
Wrist Left:  X: -0.3732421 ,Y: 0.06780156 ,Z: 1.801521
Hand Left:  X: -0.3114465 ,Y: 0.09135454 ,Z: 1.741979
Elbow Right:  X: -0.1357483 ,Y: 0.1801866 ,Z: 2.223447
Wrist Right:  X: -0.05854333 ,Y: 0.1027007 ,Z: 2.024938
Hand Right:  X: -0.00500764 ,Y: 0.09141675 ,Z: 1.921491
Knee Left:  X: -0.283919 ,Y: -0.2496951 ,Z: 1.826494
Ankle Left:  X: -0.2445081 ,Y: -0.5606509 ,Z: 1.79944
Knee Right:  X: -0.05959747 ,Y: -0.2444351 ,Z: 1.978983
Ankle Right:  X: -0.04485017 ,Y: -0.5594044 ,Z: 1.950926
--------------------------------------
Head:  X: -0.3076961 ,Y: 0.6807674 ,Z: 2.130032
Shoulder Center:  X: -0.3574979 ,Y: 0.4942145 ,Z: 2.158733
