Head:  X: -0.1484158 ,Y: 0.5935119 ,Z: 1.704281
Shoulder Center:  X: -0.2658382 ,Y: 0.4712492 ,Z: 1.802283
Shoulder Left:  X: -0.3957732 ,Y: 0.4249672 ,Z: 1.789764
Shoulder Right:  X: -0.1167856 ,Y: 0.4055682 ,Z: 1.939216
Spine:  X: -0.3187158 ,Y: 0.22425 ,Z: 1.956649
Hip Center:  X: -0.3292913 ,Y: 0.1748501 ,Z: 1.990266
Hip Left:  X: -0.4037881 ,Y: 0.1244472 ,Z: 2.007297
Hip Right:  X: -0.2782437 ,Y: 0.1157176 ,Z: 2.038558
Elbow Left:  X: -0.4968195 ,Y: 0.2896053 ,Z: 1.727157
Wrist Left:  X: -0.4776985 ,Y: 0.07475404 ,Z: 1.756948
Hand Left:  X: -0.4927067 ,Y: 0.003128804 ,Z: 1.798973
Elbow Right:  X: -0.02081201 ,Y: 0.2775358 ,Z: 2.088119
Wrist Right:  X: -0.02179486 ,Y: 0.06898724 ,Z: 1.969624
Hand Right:  X: -0.01420159 ,Y: 0.0126555 ,Z: 1.94394
Knee Left:  X: -0.3030939 ,Y: -0.24064 ,Z: 1.814898
Ankle Left:  X: -0.4291496 ,Y: -0.5789776 ,Z: 1.936142
Knee Right:  X: -0.1523699 ,Y: -0.2551877 ,Z: 1.893057
Ankle Right:  X: -0.200445 ,Y: -0.5551105 ,Z: 2.003425
--------------------------------------
Head:  X: -0.2145056 ,Y: 0.8419355 ,Z: 1.757567
Shoulder Center:  X: -0.27507 ,Y: 0.6836357 ,Z: 1.797881
Shoulder Left:  X: -0.4302274 ,Y: 0.6456174 ,Z: 1.766747
Shoulder Right:  X: -0.1332599 ,Y: 0.6550892 ,Z: 1.856528
Spine:  X: -0.3066538 ,Y: 0.399278 ,Z: 1.855257
Hip Center:  X: -0.3116237 ,Y: 0.3440489 ,Z: 1.867945
Hip Left:  X: -0.3852832 ,Y: 0.2763054 ,Z: 1.860743
Hip Right:  X: -0.2501194 ,Y: 0.2766691 ,Z: 1.897008
Elbow Left:  X: -0.4545911 ,Y: 0.4091773 ,Z: 1.72207
Wrist Left:  X: -0.3811105 ,Y: 0.2303183 ,Z: 1.679428
Hand Left:  X: -0.3584392 ,Y: 0.1761957 ,Z: 1.679095
Elbow Right:  X: -0.05495027 ,Y: 0.4405174 ,Z: 1.95463
Wrist Right:  X: -0.03799459 ,Y: 0.1834867 ,Z: 1.92422
Hand Right:  X: -0.0283069 ,Y: 0.1048074 ,Z: 1.928534
Knee Left:  X: -0.3654726 ,Y: -0.2413087 ,Z: 1.78242
Ankle Left:  X: -0.4118636 ,Y: -0.5807768 ,Z: 1.913416
Knee Right:  X: -0.206453 ,Y: -0.2216872 ,Z: 1.837947
Ankle Right:  X: -0.2135345 ,Y: -0.5441747 ,Z: 1.966073
--------------------------------------
Head:  X: -0.1823328 ,Y: 0.8622276 ,Z: 1.726471
Shoulder Center:  X: -0.2461272 ,Y: 0.6954857 ,Z: 1.7711
