--------------------------------------
Head:  X: 0.1392116 ,Y: 0.3064188 ,Z: 1.605379
Shoulder Center:  X: 0.06358401 ,Y: 0.1577054 ,Z: 1.615414
Shoulder Left:  X: -0.05397997 ,Y: 0.09101778 ,Z: 1.595999
Shoulder Right:  X: 0.2093642 ,Y: 0.1012266 ,Z: 1.694862
Spine:  X: 0.01388275 ,Y: -0.07918126 ,Z: 1.740202
Hip Center:  X: 0.003994843 ,Y: -0.1272135 ,Z: 1.768605
Hip Left:  X: -0.06636854 ,Y: -0.1866219 ,Z: 1.774872
Hip Right:  X: 0.04982444 ,Y: -0.1836434 ,Z: 1.824154
Elbow Left:  X: 0.01943676 ,Y: -0.04792803 ,Z: 1.421418
Wrist Left:  X: 0.1817397 ,Y: -0.01342585 ,Z: 1.323866
Hand Left:  X: 0.2358406 ,Y: -0.001925118 ,Z: 1.294987
Elbow Right:  X: 0.3154096 ,Y: -0.08180792 ,Z: 1.734354
Wrist Right:  X: 0.4229679 ,Y: -0.01288415 ,Z: 1.586621
Hand Right:  X: 0.4748341 ,Y: 0.007672181 ,Z: 1.518838
--------------------------------------
Head:  X: 0.1386894 ,Y: 0.3069066 ,Z: 1.605609
Shoulder Center:  X: 0.05281517 ,Y: 0.1640771 ,Z: 1.605008
Shoulder Left:  X: -0.05399634 ,Y: 0.09101915 ,Z: 1.596
Shoulder Right:  X: 0.2084188 ,Y: 0.100539 ,Z: 1.696172
Spine:  X: 0.01213571 ,Y: -0.08007811 ,Z: 1.740309
Hip Center:  X: 0.002568064 ,Y: -0.1286733 ,Z: 1.769339
Hip Left:  X: -0.06626187 ,Y: -0.1873266 ,Z: 1.775716
Hip Right:  X: 0.04888308 ,Y: -0.1836381 ,Z: 1.823754
Elbow Left:  X: 0.01889154 ,Y: -0.04709789 ,Z: 1.421382
Wrist Left:  X: 0.181263 ,Y: -0.01278645 ,Z: 1.323892
Hand Left:  X: 0.2353868 ,Y: -0.0013493 ,Z: 1.295033
Elbow Right:  X: 0.3158969 ,Y: -0.08205418 ,Z: 1.734974
Wrist Right:  X: 0.428668 ,Y: -0.004119824 ,Z: 1.574618
Hand Right:  X: 0.4731497 ,Y: 0.008748695 ,Z: 1.520227
--------------------------------------
Head:  X: 0.1385139 ,Y: 0.3076509 ,Z: 1.606116
Shoulder Center:  X: 0.05224364 ,Y: 0.1647713 ,Z: 1.604003
Shoulder Left:  X: -0.05407804 ,Y: 0.09102356 ,Z: 1.596078
Shoulder Right:  X: 0.2068848 ,Y: 0.0997945 ,Z: 1.697397
Spine:  X: 0.010942 ,Y: -0.07896037 ,Z: 1.739064
Hip Center:  X: 0.001659268 ,Y: -0.1276549 ,Z: 1.768336
Hip Left:  X: -0.06675644 ,Y: -0.1861727 ,Z: 1.770359
Hip Right:  X: 0.04752367 ,Y: -0.1828641 ,Z: 1.82508
Elbow Left:  X: 0.01845631 ,Y: -0.04661569 ,Z: 1.421436
Wrist Left:  X: 0.1802811 ,Y: -0.02186497 ,Z: 1.319773
Hand Left:  X: 0.2342227 ,Y: -0.01361473 ,Z: 1.289523
Elbow Right:  X: 0.3162099 ,Y: -0.08207062 ,Z: 1.735343
Wrist Right:  X: 0.4318705 ,Y: -0.002797271 ,Z: 1.570153
