--------------------------------------
Head:  X: -0.08880419 ,Y: 0.5859448 ,Z: 1.729269
Shoulder Center:  X: -0.1375278 ,Y: 0.3877428 ,Z: 1.738558
Shoulder Left:  X: -0.2441668 ,Y: 0.2463897 ,Z: 1.650617
Shoulder Right:  X: -0.0125641 ,Y: 0.2647658 ,Z: 1.857586
Spine:  X: -0.07635982 ,Y: 0.03319827 ,Z: 1.747987
Hip Center:  X: -0.05645738 ,Y: -0.03392616 ,Z: 1.743771
Hip Left:  X: -0.09563541 ,Y: -0.1087309 ,Z: 1.697154
Hip Right:  X: 0.01183519 ,Y: -0.106315 ,Z: 1.788547
Elbow Left:  X: -0.3071825 ,Y: 0.02681904 ,Z: 1.581691
Wrist Left:  X: -0.08233768 ,Y: -0.02471741 ,Z: 1.401232
Hand Left:  X: -0.04264624 ,Y: -0.03177229 ,Z: 1.379435
Elbow Right:  X: 0.06607722 ,Y: 0.04132891 ,Z: 1.920785
Wrist Right:  X: 0.2566773 ,Y: -0.02584389 ,Z: 1.722656
Hand Right:  X: 0.2611995 ,Y: -0.0264891 ,Z: 1.720893
--------------------------------------
Head:  X: -0.08880769 ,Y: 0.5859525 ,Z: 1.729349
Shoulder Center:  X: -0.1375362 ,Y: 0.3877583 ,Z: 1.738561
Shoulder Left:  X: -0.2442724 ,Y: 0.2463821 ,Z: 1.650716
Shoulder Right:  X: -0.01253761 ,Y: 0.2648105 ,Z: 1.857703
Spine:  X: -0.07585812 ,Y: 0.03318375 ,Z: 1.74789
Hip Center:  X: -0.0559041 ,Y: -0.03429314 ,Z: 1.744043
Hip Left:  X: -0.09497103 ,Y: -0.1089754 ,Z: 1.697872
Hip Right:  X: 0.01236511 ,Y: -0.1065779 ,Z: 1.788544
Elbow Left:  X: -0.3071584 ,Y: 0.02679611 ,Z: 1.581752
Wrist Left:  X: -0.09711712 ,Y: -0.02710173 ,Z: 1.413628
Hand Left:  X: -0.04322799 ,Y: -0.03237142 ,Z: 1.380023
Elbow Right:  X: 0.0671648 ,Y: 0.04238456 ,Z: 1.921572
Wrist Right:  X: 0.2565528 ,Y: -0.02583687 ,Z: 1.722657
Hand Right:  X: 0.3196821 ,Y: -0.04857735 ,Z: 1.660435
--------------------------------------
Head:  X: -0.08883676 ,Y: 0.5862769 ,Z: 1.72915
Shoulder Center:  X: -0.1292203 ,Y: 0.343956 ,Z: 1.736754
Shoulder Left:  X: -0.2442406 ,Y: 0.2463724 ,Z: 1.650767
Shoulder Right:  X: -0.01229684 ,Y: 0.2647446 ,Z: 1.857954
Spine:  X: -0.07472437 ,Y: 0.03205764 ,Z: 1.747878
Hip Center:  X: -0.05552384 ,Y: -0.03438531 ,Z: 1.744328
Hip Left:  X: -0.09439258 ,Y: -0.1090914 ,Z: 1.698338
Hip Right:  X: 0.012735 ,Y: -0.1066873 ,Z: 1.788808
Elbow Left:  X: -0.3073506 ,Y: 0.02672938 ,Z: 1.582063
Wrist Left:  X: -0.08845584 ,Y: -0.02855745 ,Z: 1.407604
Hand Left:  X: -0.0441363 ,Y: -0.03302602 ,Z: 1.380678
Elbow Right:  X: 0.06719683 ,Y: 0.04263813 ,Z: 1.921395
Wrist Right:  X: 0.2564898 ,Y: -0.02599126 ,Z: 1.723359
Hand Right:  X: 0.3195875 ,Y: -0.04886772 ,Z: 1.661431
--------------------------------------
Head:  X: -0.08874204 ,Y: 0.586512 ,Z: 1.729174
Shoulder Center:  X: -0.1384347 ,Y: 0.3904667 ,Z: 1.738073
Shoulder Left:  X: -0.2441415 ,Y: 0.246418 ,Z: 1.650902
Shoulder Right:  X: -0.01222732 ,Y: 0.264552 ,Z: 1.857907
Spine:  X: -0.07430319 ,Y: 0.03234355 ,Z: 1.747828
Hip Center:  X: -0.05522576 ,Y: -0.03440985 ,Z: 1.744599
Hip Left:  X: -0.09400996 ,Y: -0.1090503 ,Z: 1.698586
Hip Right:  X: 0.01304094 ,Y: -0.1067638 ,Z: 1.789147
Elbow Left:  X: -0.3073258 ,Y: 0.02681259 ,Z: 1.582242
Wrist Left:  X: -0.08440449 ,Y: -0.02914679 ,Z: 1.405245
Hand Left:  X: -0.04409482 ,Y: -0.03324979 ,Z: 1.380945
Elbow Right:  X: 0.06887589 ,Y: 0.04351468 ,Z: 1.923725
Wrist Right:  X: 0.2560526 ,Y: -0.02614481 ,Z: 1.724499
Hand Right:  X: 0.3184448 ,Y: -0.04936464 ,Z: 1.66218
--------------------------------------
Head:  X: -0.08889344 ,Y: 0.586704 ,Z: 1.7291
Shoulder Center:  X: -0.1384443 ,Y: 0.3904703 ,Z: 1.738152
Shoulder Left:  X: -0.2441432 ,Y: 0.2464149 ,Z: 1.650982
