Head:  X: -0.3405666 ,Y: 0.600356 ,Z: 2.159426
Shoulder Center:  X: -0.3790657 ,Y: 0.4206018 ,Z: 2.159108
Shoulder Left:  X: -0.5056002 ,Y: 0.3075089 ,Z: 2.08744
Shoulder Right:  X: -0.2327712 ,Y: 0.3208031 ,Z: 2.242188
Spine:  X: -0.3811481 ,Y: 0.1564417 ,Z: 2.197976
Hip Center:  X: -0.3815646 ,Y: 0.1036096 ,Z: 2.208307
Hip Left:  X: -0.4434837 ,Y: 0.03305056 ,Z: 2.187296
Hip Right:  X: -0.3207107 ,Y: 0.03903299 ,Z: 2.245833
Elbow Left:  X: -0.4956132 ,Y: 0.1235043 ,Z: 1.999709
Wrist Left:  X: -0.3515456 ,Y: 0.04358111 ,Z: 1.882808
Hand Left:  X: -0.2968295 ,Y: -0.02877855 ,Z: 1.879622
Elbow Right:  X: -0.1602255 ,Y: 0.1971918 ,Z: 2.243462
Wrist Right:  X: -0.1117209 ,Y: 0.1210958 ,Z: 2.058847
Hand Right:  X: -0.06353448 ,Y: 0.07458474 ,Z: 1.931228
Knee Left:  X: -0.1636885 ,Y: -0.1831544 ,Z: 1.903985
Ankle Left:  X: -0.2039187 ,Y: -0.557285 ,Z: 1.954499
Knee Right:  X: -0.1109262 ,Y: -0.4007962 ,Z: 2.391059
Ankle Right:  X: -0.1927625 ,Y: -0.5521545 ,Z: 1.957313
--------------------------------------
Head:  X: -0.3326842 ,Y: 0.6003258 ,Z: 2.15718
Shoulder Center:  X: -0.3763313 ,Y: 0.4197711 ,Z: 2.159352
Shoulder Left:  X: -0.5004167 ,Y: 0.3077415 ,Z: 2.089341
Shoulder Right:  X: -0.229093 ,Y: 0.3246659 ,Z: 2.241689
Spine:  X: -0.3741933 ,Y: 0.1459997 ,Z: 2.196484
Hip Center:  X: -0.3736035 ,Y: 0.09120627 ,Z: 2.206319
Hip Left:  X: -0.4338458 ,Y: 0.02637633 ,Z: 2.188189
Hip Right:  X: -0.3120785 ,Y: 0.0212365 ,Z: 2.238361
Elbow Left:  X: -0.4919696 ,Y: 0.1170991 ,Z: 2.014188
Wrist Left:  X: -0.3428233 ,Y: 0.08967138 ,Z: 1.852707
Hand Left:  X: -0.2807963 ,Y: 0.07289266 ,Z: 1.816316
Elbow Right:  X: -0.1793243 ,Y: 0.1697533 ,Z: 2.241343
Wrist Right:  X: -0.1297469 ,Y: 0.08806029 ,Z: 2.0393
Hand Right:  X: -0.09643029 ,Y: 0.04892533 ,Z: 1.941077
Knee Left:  X: -0.1715344 ,Y: -0.2503626 ,Z: 1.934495
Ankle Left:  X: -0.2018705 ,Y: -0.5725281 ,Z: 1.957536
Knee Right:  X: -0.1049084 ,Y: -0.397294 ,Z: 2.377189
Ankle Right:  X: -0.1931811 ,Y: -0.5462013 ,Z: 1.962425
--------------------------------------
