Head:  X: -0.4591966 ,Y: 0.5815969 ,Z: 2.17513
Shoulder Center:  X: -0.4917675 ,Y: 0.4053217 ,Z: 2.183861
Shoulder Left:  X: -0.6200914 ,Y: 0.2863468 ,Z: 2.127093
Shoulder Right:  X: -0.3445407 ,Y: 0.358618 ,Z: 2.251137
Spine:  X: -0.4445459 ,Y: 0.1548611 ,Z: 2.206706
Hip Center:  X: -0.4351016 ,Y: 0.104769 ,Z: 2.213763
Hip Left:  X: -0.4840464 ,Y: 0.01926979 ,Z: 2.188698
Hip Right:  X: -0.3600486 ,Y: 0.05179182 ,Z: 2.247916
Elbow Left:  X: -0.6194476 ,Y: 0.05924163 ,Z: 2.097642
Wrist Left:  X: -0.5216221 ,Y: -0.1116597 ,Z: 2.002482
Hand Left:  X: -0.4748763 ,Y: -0.1739802 ,Z: 1.957739
Elbow Right:  X: -0.3011594 ,Y: 0.08849614 ,Z: 2.276633
Wrist Right:  X: -0.210926 ,Y: -0.0862892 ,Z: 2.05313
Hand Right:  X: -0.1464195 ,Y: -0.08913404 ,Z: 1.990666
Knee Left:  X: -0.1474587 ,Y: -0.149715 ,Z: 1.948439
Ankle Left:  X: -0.220047 ,Y: -0.5286331 ,Z: 1.887849
Knee Right:  X: -0.1247252 ,Y: -0.04843539 ,Z: 1.997651
Ankle Right:  X: -0.1973713 ,Y: -0.4245456 ,Z: 1.916343
--------------------------------------
Head:  X: -0.4705288 ,Y: 0.5668564 ,Z: 2.151254
Shoulder Center:  X: -0.4977462 ,Y: 0.4008056 ,Z: 2.159178
Shoulder Left:  X: -0.631607 ,Y: 0.2898697 ,Z: 2.120763
Shoulder Right:  X: -0.3431877 ,Y: 0.3425628 ,Z: 2.21979
Spine:  X: -0.4496435 ,Y: 0.1496316 ,Z: 2.193366
Hip Center:  X: -0.4398693 ,Y: 0.09936547 ,Z: 2.202543
Hip Left:  X: -0.4911904 ,Y: 0.01807233 ,Z: 2.18771
Hip Right:  X: -0.3615928 ,Y: 0.04356316 ,Z: 2.229933
Elbow Left:  X: -0.6318263 ,Y: 0.06163174 ,Z: 2.097528
Wrist Left:  X: -0.5360446 ,Y: -0.1076822 ,Z: 2.001774
