Head:  X: -0.3146877 ,Y: 0.6268317 ,Z: 2.091722
Shoulder Center:  X: -0.3770527 ,Y: 0.4518222 ,Z: 2.13308
Shoulder Left:  X: -0.5144618 ,Y: 0.3454354 ,Z: 2.066923
Shoulder Right:  X: -0.203327 ,Y: 0.3445607 ,Z: 2.262518
Spine:  X: -0.4031841 ,Y: 0.2128168 ,Z: 2.190861
Hip Center:  X: -0.4084104 ,Y: 0.1650157 ,Z: 2.204885
Hip Left:  X: -0.4868197 ,Y: 0.08834773 ,Z: 2.184659
Hip Right:  X: -0.346809 ,Y: 0.08795409 ,Z: 2.258185
Elbow Left:  X: -0.608726 ,Y: 0.1677168 ,Z: 1.929867
Wrist Left:  X: -0.6321896 ,Y: 0.01732691 ,Z: 1.80561
Hand Left:  X: -0.6328042 ,Y: -0.05090576 ,Z: 1.737823
Elbow Right:  X: -0.1085646 ,Y: 0.1947956 ,Z: 2.364122
Wrist Right:  X: 0.07146063 ,Y: 0.1376383 ,Z: 2.286652
Hand Right:  X: 0.1589082 ,Y: 0.1116975 ,Z: 2.256138
Knee Left:  X: -0.1365045 ,Y: -0.119387 ,Z: 1.903897
Ankle Left:  X: -0.1361054 ,Y: -0.5602144 ,Z: 1.849254
Knee Right:  X: -0.14794 ,Y: -0.2458623 ,Z: 1.904052
Ankle Right:  X: -0.1241691 ,Y: -0.5706625 ,Z: 1.856539
--------------------------------------
Head:  X: -0.3356996 ,Y: 0.5896142 ,Z: 1.998826
Shoulder Center:  X: -0.4024549 ,Y: 0.4293955 ,Z: 2.098974
Shoulder Left:  X: -0.5223793 ,Y: 0.3183872 ,Z: 2.029643
Shoulder Right:  X: -0.2468459 ,Y: 0.4404124 ,Z: 2.291779
Spine:  X: -0.4022825 ,Y: 0.2271272 ,Z: 2.158633
Hip Center:  X: -0.4014108 ,Y: 0.1876115 ,Z: 2.172546
Hip Left:  X: -0.4651576 ,Y: 0.09314572 ,Z: 2.140175
Hip Right:  X: -0.3351972 ,Y: 0.1130223 ,Z: 2.248339
Elbow Left:  X: -0.5698823 ,Y: 0.07636642 ,Z: 2.004136
Wrist Left:  X: -0.5931392 ,Y: -0.126487 ,Z: 1.999202
Hand Left:  X: -0.5732694 ,Y: -0.2276605 ,Z: 1.99242
Elbow Right:  X: -0.07432816 ,Y: 0.4883778 ,Z: 2.398465
Wrist Right:  X: 0.03843329 ,Y: 0.6739406 ,Z: 2.281808
Hand Right:  X: 0.06922935 ,Y: 0.7458193 ,Z: 2.249923
Knee Left:  X: -0.133476 ,Y: -0.1257592 ,Z: 1.899333
Ankle Left:  X: -0.1288151 ,Y: -0.5647076 ,Z: 1.854045
Knee Right:  X: -0.149901 ,Y: -0.2474935 ,Z: 1.902493
Ankle Right:  X: -0.1225329 ,Y: -0.5703381 ,Z: 1.857228
--------------------------------------
Head:  X: -0.3398715 ,Y: 0.6417493 ,Z: 2.107574
Shoulder Center:  X: -0.3866892 ,Y: 0.4703815 ,Z: 2.159684
Shoulder Left:  X: -0.5458935 ,Y: 0.3594846 ,Z: 2.115178
Shoulder Right:  X: -0.213338 ,Y: 0.3942509 ,Z: 2.213619
Spine:  X: -0.4039636 ,Y: 0.2229809 ,Z: 2.208059
Hip Center:  X: -0.4077755 ,Y: 0.1729664 ,Z: 2.220781
Hip Left:  X: -0.4894471 ,Y: 0.09743604 ,Z: 2.208557
Hip Right:  X: -0.3388852 ,Y: 0.08882128 ,Z: 2.260966
Elbow Left:  X: -0.6564373 ,Y: 0.1933545 ,Z: 2.057424
Wrist Left:  X: -0.6758564 ,Y: 0.04119296 ,Z: 1.92136
