Head:  X: -0.3013254 ,Y: 0.6764365 ,Z: 2.095292
Shoulder Center:  X: -0.3537859 ,Y: 0.4903528 ,Z: 2.119281
Shoulder Left:  X: -0.4828154 ,Y: 0.3631882 ,Z: 2.046231
Shoulder Right:  X: -0.1941243 ,Y: 0.3789491 ,Z: 2.218827
Spine:  X: -0.3428535 ,Y: 0.1676172 ,Z: 2.134041
Hip Center:  X: -0.3405182 ,Y: 0.1029525 ,Z: 2.139966
Hip Left:  X: -0.4037443 ,Y: 0.02929917 ,Z: 2.103305
Hip Right:  X: -0.2720532 ,Y: 0.02457481 ,Z: 2.180138
Elbow Left:  X: -0.4834959 ,Y: 0.161929 ,Z: 1.966166
Wrist Left:  X: -0.3286797 ,Y: 0.3106846 ,Z: 1.84263
Hand Left:  X: -0.2833685 ,Y: 0.3293826 ,Z: 1.819446
Elbow Right:  X: -0.1679616 ,Y: 0.1547969 ,Z: 2.17349
Wrist Right:  X: -0.0868528 ,Y: 0.320512 ,Z: 2.008862
Hand Right:  X: -0.079183 ,Y: 0.3355543 ,Z: 1.979369
Knee Left:  X: -0.311497 ,Y: -0.2226152 ,Z: 1.816584
Ankle Left:  X: -0.2962871 ,Y: -0.5713125 ,Z: 1.811217
Knee Right:  X: -0.06873615 ,Y: -0.232772 ,Z: 1.964923
Ankle Right:  X: -0.07694594 ,Y: -0.5552235 ,Z: 1.964236
--------------------------------------
Head:  X: -0.2994634 ,Y: 0.6725909 ,Z: 2.086629
Shoulder Center:  X: -0.3513693 ,Y: 0.4876596 ,Z: 2.115113
Shoulder Left:  X: -0.4816931 ,Y: 0.3647205 ,Z: 2.04862
Shoulder Right:  X: -0.1955308 ,Y: 0.3806849 ,Z: 2.214205
Spine:  X: -0.3416478 ,Y: 0.1667576 ,Z: 2.133266
Hip Center:  X: -0.3395654 ,Y: 0.1024469 ,Z: 2.139699
Hip Left:  X: -0.4024611 ,Y: 0.02804647 ,Z: 2.102381
Hip Right:  X: -0.2714214 ,Y: 0.02428412 ,Z: 2.181419
Elbow Left:  X: -0.4719172 ,Y: 0.1741594 ,Z: 1.978181
