Head:  X: -0.3121769 ,Y: 0.623259 ,Z: 2.107313
Shoulder Center:  X: -0.3598559 ,Y: 0.4439513 ,Z: 2.110388
Shoulder Left:  X: -0.4815133 ,Y: 0.3302391 ,Z: 2.035786
Shoulder Right:  X: -0.2154695 ,Y: 0.3981316 ,Z: 2.201108
Spine:  X: -0.3512867 ,Y: 0.1549729 ,Z: 2.170522
Hip Center:  X: -0.3494666 ,Y: 0.09690014 ,Z: 2.185301
Hip Left:  X: -0.4074906 ,Y: 0.02428262 ,Z: 2.167219
Hip Right:  X: -0.2869143 ,Y: 0.03340652 ,Z: 2.227967
Elbow Left:  X: -0.4555609 ,Y: 0.1348596 ,Z: 1.945017
Wrist Left:  X: -0.3391764 ,Y: 0.2362883 ,Z: 1.818225
Hand Left:  X: -0.3223122 ,Y: 0.2494824 ,Z: 1.796347
Elbow Right:  X: -0.154743 ,Y: 0.1652181 ,Z: 2.191313
Wrist Right:  X: -0.06335896 ,Y: 0.2503128 ,Z: 2.033116
Hand Right:  X: -0.05095106 ,Y: 0.2667224 ,Z: 2.004229
Knee Left:  X: -0.3036073 ,Y: -0.2441473 ,Z: 1.917584
Ankle Left:  X: -0.2974284 ,Y: -0.5466279 ,Z: 1.88941
Knee Right:  X: -0.118808 ,Y: -0.2487201 ,Z: 2.032979
Ankle Right:  X: -0.0886525 ,Y: -0.5270461 ,Z: 2.048019
--------------------------------------
Head:  X: -0.3133778 ,Y: 0.62341 ,Z: 2.108172
Shoulder Center:  X: -0.3623266 ,Y: 0.4447219 ,Z: 2.11067
Shoulder Left:  X: -0.4807335 ,Y: 0.3299619 ,Z: 2.035586
Shoulder Right:  X: -0.2168075 ,Y: 0.3985848 ,Z: 2.202512
Spine:  X: -0.3527426 ,Y: 0.1534269 ,Z: 2.170308
Hip Center:  X: -0.3505633 ,Y: 0.09517492 ,Z: 2.184864
Hip Left:  X: -0.4077098 ,Y: 0.02415759 ,Z: 2.166765
Hip Right:  X: -0.2880456 ,Y: 0.03279109 ,Z: 2.226618
Elbow Left:  X: -0.4469807 ,Y: 0.1316034 ,Z: 1.943769
Wrist Left:  X: -0.3383028 ,Y: 0.2373578 ,Z: 1.816983
Hand Left:  X: -0.3237801 ,Y: 0.2499585 ,Z: 1.797545
Elbow Right:  X: -0.1545854 ,Y: 0.1670326 ,Z: 2.190351
Wrist Right:  X: -0.06075764 ,Y: 0.2482617 ,Z: 2.034376
Hand Right:  X: -0.04527086 ,Y: 0.2648263 ,Z: 2.004793
Knee Left:  X: -0.3026362 ,Y: -0.2445907 ,Z: 1.918064
Ankle Left:  X: -0.2974114 ,Y: -0.5461861 ,Z: 1.888254
Knee Right:  X: -0.1186109 ,Y: -0.2500593 ,Z: 2.033417
Ankle Right:  X: -0.08828496 ,Y: -0.5293308 ,Z: 2.047657
--------------------------------------
Head:  X: -0.3137607 ,Y: 0.6241517 ,Z: 2.110555
Shoulder Center:  X: -0.3634161 ,Y: 0.445773 ,Z: 2.112175
Shoulder Left:  X: -0.4811243 ,Y: 0.3309878 ,Z: 2.036376
Shoulder Right:  X: -0.2150657 ,Y: 0.401618 ,Z: 2.209442
Spine:  X: -0.353636 ,Y: 0.1560522 ,Z: 2.171508
Hip Center:  X: -0.3516108 ,Y: 0.09831557 ,Z: 2.186073
Hip Left:  X: -0.4091286 ,Y: 0.0255616 ,Z: 2.167526
Hip Right:  X: -0.2896363 ,Y: 0.03555034 ,Z: 2.228858
Elbow Left:  X: -0.4698437 ,Y: 0.1678056 ,Z: 1.921221
Wrist Left:  X: -0.3240422 ,Y: 0.2343485 ,Z: 1.811388
Hand Left:  X: -0.3132884 ,Y: 0.2473187 ,Z: 1.792003
Elbow Right:  X: -0.156356 ,Y: 0.1685886 ,Z: 2.196932
Wrist Right:  X: -0.05749712 ,Y: 0.2380585 ,Z: 2.041415
Hand Right:  X: -0.04546472 ,Y: 0.2508606 ,Z: 2.015969
Knee Left:  X: -0.3041507 ,Y: -0.2438271 ,Z: 1.918569
Ankle Left:  X: -0.2975676 ,Y: -0.5449789 ,Z: 1.888496
Knee Right:  X: -0.1186019 ,Y: -0.2484604 ,Z: 2.033776
Ankle Right:  X: -0.08854749 ,Y: -0.5288286 ,Z: 2.047391
--------------------------------------
Head:  X: -0.3126265 ,Y: 0.623879 ,Z: 2.111101
Shoulder Center:  X: -0.3641171 ,Y: 0.4460851 ,Z: 2.113733
Shoulder Left:  X: -0.4803428 ,Y: 0.3301723 ,Z: 2.038883
Shoulder Right:  X: -0.2190315 ,Y: 0.4048842 ,Z: 2.203655
Spine:  X: -0.3514291 ,Y: 0.1600418 ,Z: 2.172404
