Head:  X: -0.3119224 ,Y: 0.6145189 ,Z: 2.154804
Shoulder Center:  X: -0.3632069 ,Y: 0.4396191 ,Z: 2.156489
Shoulder Left:  X: -0.4900962 ,Y: 0.3259397 ,Z: 2.083698
Shoulder Right:  X: -0.2182036 ,Y: 0.4098811 ,Z: 2.220311
Spine:  X: -0.3536693 ,Y: 0.1486852 ,Z: 2.199057
Hip Center:  X: -0.3516249 ,Y: 0.09037704 ,Z: 2.210282
Hip Left:  X: -0.4033683 ,Y: 0.01993278 ,Z: 2.19007
Hip Right:  X: -0.2942903 ,Y: 0.0219695 ,Z: 2.246675
Elbow Left:  X: -0.5216628 ,Y: 0.1129297 ,Z: 2.039086
Wrist Left:  X: -0.3581355 ,Y: 0.08099379 ,Z: 1.890441
Hand Left:  X: -0.2967393 ,Y: 0.06286614 ,Z: 1.838627
Elbow Right:  X: -0.211559 ,Y: 0.1442067 ,Z: 2.231728
Wrist Right:  X: -0.07606972 ,Y: 0.07366824 ,Z: 2.043212
Hand Right:  X: -0.01432779 ,Y: 0.04734434 ,Z: 2.007288
Knee Left:  X: -0.3010997 ,Y: -0.2663351 ,Z: 1.918669
Ankle Left:  X: -0.2927955 ,Y: -0.5505923 ,Z: 1.891076
Knee Right:  X: -0.1181389 ,Y: -0.2331195 ,Z: 2.035148
Ankle Right:  X: -0.08760983 ,Y: -0.5332986 ,Z: 2.051194
--------------------------------------
Head:  X: -0.3181922 ,Y: 0.6225909 ,Z: 2.14851
Shoulder Center:  X: -0.3736395 ,Y: 0.4473957 ,Z: 2.144562
Shoulder Left:  X: -0.4828818 ,Y: 0.3265728 ,Z: 2.080405
Shoulder Right:  X: -0.2382494 ,Y: 0.411963 ,Z: 2.231352
Spine:  X: -0.3618449 ,Y: 0.1534571 ,Z: 2.19338
Hip Center:  X: -0.3599173 ,Y: 0.09465322 ,Z: 2.205734
Hip Left:  X: -0.4052887 ,Y: 0.02392313 ,Z: 2.17994
Hip Right:  X: -0.3107016 ,Y: 0.02816817 ,Z: 2.25065
Elbow Left:  X: -0.4797606 ,Y: 0.1103217 ,Z: 2.042627
Wrist Left:  X: -0.3474883 ,Y: 0.07468941 ,Z: 1.887551
Hand Left:  X: -0.2931927 ,Y: 0.06453671 ,Z: 1.839921
Elbow Right:  X: -0.2045593 ,Y: 0.1475165 ,Z: 2.239314
Wrist Right:  X: -0.06610892 ,Y: 0.06454573 ,Z: 2.015185
Hand Right:  X: -0.0234201 ,Y: 0.04789583 ,Z: 1.997106
Knee Left:  X: -0.2996975 ,Y: -0.2693534 ,Z: 1.917869
Ankle Left:  X: -0.2930919 ,Y: -0.5524341 ,Z: 1.892451
Knee Right:  X: -0.1192863 ,Y: -0.2322009 ,Z: 2.036487
Ankle Right:  X: -0.08759728 ,Y: -0.5320626 ,Z: 2.051367
--------------------------------------
Head:  X: -0.3259658 ,Y: 0.6274701 ,Z: 2.14502
Shoulder Center:  X: -0.3764673 ,Y: 0.4481547 ,Z: 2.141525
Shoulder Left:  X: -0.4822683 ,Y: 0.327566 ,Z: 2.079623
Shoulder Right:  X: -0.2431163 ,Y: 0.4096387 ,Z: 2.230679
Spine:  X: -0.3639324 ,Y: 0.154054 ,Z: 2.190861
Hip Center:  X: -0.3616163 ,Y: 0.09519343 ,Z: 2.203449
Hip Left:  X: -0.4042479 ,Y: 0.02522099 ,Z: 2.176406
Hip Right:  X: -0.3124547 ,Y: 0.02840992 ,Z: 2.249127
Elbow Left:  X: -0.4712828 ,Y: 0.09472278 ,Z: 2.019298
Wrist Left:  X: -0.3353893 ,Y: 0.07136913 ,Z: 1.863279
Hand Left:  X: -0.3000846 ,Y: 0.0667548 ,Z: 1.839642
Elbow Right:  X: -0.2203932 ,Y: 0.1432189 ,Z: 2.245765
Wrist Right:  X: -0.08939119 ,Y: 0.06290648 ,Z: 2.042489
Hand Right:  X: -0.01100447 ,Y: 0.04126541 ,Z: 2.021072
Knee Left:  X: -0.2989896 ,Y: -0.2698872 ,Z: 1.917731
Ankle Left:  X: -0.2936058 ,Y: -0.5515599 ,Z: 1.892459
Knee Right:  X: -0.1193278 ,Y: -0.2321539 ,Z: 2.036515
Ankle Right:  X: -0.08754775 ,Y: -0.5312572 ,Z: 2.051871
--------------------------------------
Head:  X: -0.3286603 ,Y: 0.6276503 ,Z: 2.142242
Shoulder Center:  X: -0.3792854 ,Y: 0.4485588 ,Z: 2.140592
Shoulder Left:  X: -0.4829285 ,Y: 0.3249192 ,Z: 2.079176
Shoulder Right:  X: -0.2437595 ,Y: 0.4074077 ,Z: 2.231887
Spine:  X: -0.3678747 ,Y: 0.1522822 ,Z: 2.190609
Hip Center:  X: -0.3659353 ,Y: 0.0928208 ,Z: 2.203442
Hip Left:  X: -0.4151576 ,Y: 0.01848353 ,Z: 2.176951
Hip Right:  X: -0.3128442 ,Y: 0.02886187 ,Z: 2.24888
Elbow Left:  X: -0.4804478 ,Y: 0.07331592 ,Z: 2.033663
Wrist Left:  X: -0.348013 ,Y: 0.08214915 ,Z: 1.871475
Hand Left:  X: -0.3074959 ,Y: 0.06823897 ,Z: 1.842414
Elbow Right:  X: -0.2176957 ,Y: 0.1397921 ,Z: 2.246327
