Head:  X: -0.07442188 ,Y: 0.5225936 ,Z: 1.818993
Shoulder Center:  X: -0.2279815 ,Y: 0.4004277 ,Z: 1.949457
Shoulder Left:  X: -0.3487997 ,Y: 0.3519505 ,Z: 1.915045
Shoulder Right:  X: -0.1058086 ,Y: 0.3162207 ,Z: 2.129124
Spine:  X: -0.2691 ,Y: 0.1464466 ,Z: 2.073397
Hip Center:  X: -0.276969 ,Y: 0.09543408 ,Z: 2.100772
Hip Left:  X: -0.3423521 ,Y: 0.0377017 ,Z: 2.089096
Hip Right:  X: -0.2318048 ,Y: 0.02236473 ,Z: 2.171722
Elbow Left:  X: -0.4263636 ,Y: 0.2077199 ,Z: 1.839917
Wrist Left:  X: -0.3051583 ,Y: 0.1074002 ,Z: 1.714688
Hand Left:  X: -0.1876509 ,Y: 0.09683842 ,Z: 1.635277
Elbow Right:  X: -0.04058906 ,Y: 0.1140658 ,Z: 2.083838
Wrist Right:  X: 0.05033723 ,Y: 0.07156184 ,Z: 1.940653
Hand Right:  X: 0.09133359 ,Y: 0.08312666 ,Z: 1.85933
Knee Left:  X: -0.2630764 ,Y: -0.2656253 ,Z: 1.80177
Ankle Left:  X: -0.2574806 ,Y: -0.5718377 ,Z: 1.809458
Knee Right:  X: -0.05999653 ,Y: -0.2424559 ,Z: 1.943307
Ankle Right:  X: -0.08458058 ,Y: -0.55867 ,Z: 1.958595
--------------------------------------
Head:  X: -0.06655743 ,Y: 0.5131317 ,Z: 1.813642
Shoulder Center:  X: -0.2227361 ,Y: 0.3934824 ,Z: 1.945793
Shoulder Left:  X: -0.3424517 ,Y: 0.348997 ,Z: 1.912074
Shoulder Right:  X: -0.103399 ,Y: 0.310631 ,Z: 2.121324
Spine:  X: -0.2655643 ,Y: 0.1419602 ,Z: 2.070663
Hip Center:  X: -0.27384 ,Y: 0.09140097 ,Z: 2.098192
Hip Left:  X: -0.339897 ,Y: 0.0337579 ,Z: 2.085643
Hip Right:  X: -0.2292741 ,Y: 0.01805345 ,Z: 2.170462
Elbow Left:  X: -0.419823 ,Y: 0.2059822 ,Z: 1.83893
Wrist Left:  X: -0.295784 ,Y: 0.1006729 ,Z: 1.714403
Hand Left:  X: -0.1799704 ,Y: 0.09121273 ,Z: 1.632218
Elbow Right:  X: -0.03595113 ,Y: 0.1106734 ,Z: 2.071646
Wrist Right:  X: 0.05777282 ,Y: 0.06994006 ,Z: 1.931523
Hand Right:  X: 0.09331304 ,Y: 0.08066151 ,Z: 1.858014
Knee Left:  X: -0.2609252 ,Y: -0.268613 ,Z: 1.801651
Ankle Left:  X: -0.2569861 ,Y: -0.5727527 ,Z: 1.811699
Knee Right:  X: -0.06024986 ,Y: -0.2459523 ,Z: 1.943728
Ankle Right:  X: -0.08472037 ,Y: -0.5585639 ,Z: 1.957222
--------------------------------------
Head:  X: -0.09009939 ,Y: 0.5460893 ,Z: 1.82907
Shoulder Center:  X: -0.2289979 ,Y: 0.4046262 ,Z: 1.953923
Shoulder Left:  X: -0.3512765 ,Y: 0.3508204 ,Z: 1.91483
Shoulder Right:  X: -0.1061347 ,Y: 0.3258263 ,Z: 2.129747
Spine:  X: -0.2675862 ,Y: 0.1473535 ,Z: 2.072619
Hip Center:  X: -0.2754945 ,Y: 0.09610053 ,Z: 2.099214
Hip Left:  X: -0.3423649 ,Y: 0.03736202 ,Z: 2.086683
Hip Right:  X: -0.2292319 ,Y: 0.02267813 ,Z: 2.169625
Elbow Left:  X: -0.4261577 ,Y: 0.2007938 ,Z: 1.845279
Wrist Left:  X: -0.3207344 ,Y: 0.1072523 ,Z: 1.734032
Hand Left:  X: -0.1909629 ,Y: 0.09936171 ,Z: 1.623777
Elbow Right:  X: -0.04944672 ,Y: 0.1119742 ,Z: 2.099066
Wrist Right:  X: 0.04250144 ,Y: 0.09131277 ,Z: 1.919304
Hand Right:  X: 0.08085829 ,Y: 0.08442577 ,Z: 1.862706
Knee Left:  X: -0.2613669 ,Y: -0.2678415 ,Z: 1.801875
Ankle Left:  X: -0.2578166 ,Y: -0.5703835 ,Z: 1.809709
Knee Right:  X: -0.05996743 ,Y: -0.2438836 ,Z: 1.942775
Ankle Right:  X: -0.08532311 ,Y: -0.5585267 ,Z: 1.957708
--------------------------------------
Head:  X: -0.09607484 ,Y: 0.5576351 ,Z: 1.835479
Shoulder Center:  X: -0.2322691 ,Y: 0.4104458 ,Z: 1.951159
Shoulder Left:  X: -0.3535082 ,Y: 0.3508518 ,Z: 1.916061
Shoulder Right:  X: -0.1089217 ,Y: 0.3350692 ,Z: 2.128021
Spine:  X: -0.268847 ,Y: 0.1491993 ,Z: 2.07264
Hip Center:  X: -0.2761991 ,Y: 0.09703899 ,Z: 2.099504
Hip Left:  X: -0.3407575 ,Y: 0.03722509 ,Z: 2.087501
Hip Right:  X: -0.229759 ,Y: 0.02613518 ,Z: 2.168819
Elbow Left:  X: -0.4278599 ,Y: 0.197418 ,Z: 1.846444
Wrist Left:  X: -0.3215326 ,Y: 0.1072283 ,Z: 1.733894
Hand Left:  X: -0.1951659 ,Y: 0.1009636 ,Z: 1.628346
Elbow Right:  X: -0.07643715 ,Y: 0.1711267 ,Z: 2.140311
Wrist Right:  X: 0.01199154 ,Y: 0.08140384 ,Z: 1.989808
Hand Right:  X: 0.0874975 ,Y: 0.08717725 ,Z: 1.850105
Knee Left:  X: -0.2618962 ,Y: -0.2679187 ,Z: 1.802155
Ankle Left:  X: -0.2585893 ,Y: -0.5693893 ,Z: 1.810165
Knee Right:  X: -0.05962853 ,Y: -0.2411176 ,Z: 1.942279
Ankle Right:  X: -0.08515928 ,Y: -0.5575435 ,Z: 1.958048
--------------------------------------
Head:  X: -0.09674028 ,Y: 0.5536063 ,Z: 1.836678
Shoulder Center:  X: -0.2324141 ,Y: 0.4106885 ,Z: 1.953484
Shoulder Left:  X: -0.3548608 ,Y: 0.350722 ,Z: 1.917193
Shoulder Right:  X: -0.1076728 ,Y: 0.332089 ,Z: 2.131383
Spine:  X: -0.2679117 ,Y: 0.1482429 ,Z: 2.072682
Hip Center:  X: -0.274924 ,Y: 0.09568495 ,Z: 2.099268
Hip Left:  X: -0.3390089 ,Y: 0.03338479 ,Z: 2.084813
Hip Right:  X: -0.2276282 ,Y: 0.02580083 ,Z: 2.168339
Elbow Left:  X: -0.4291191 ,Y: 0.1966754 ,Z: 1.847345
Wrist Left:  X: -0.3128056 ,Y: 0.1072027 ,Z: 1.728758
Hand Left:  X: -0.2394328 ,Y: 0.1055417 ,Z: 1.665629
Elbow Right:  X: -0.04837305 ,Y: 0.1179047 ,Z: 2.08478
Wrist Right:  X: 0.04272061 ,Y: 0.0670941 ,Z: 1.945235
Hand Right:  X: 0.08778557 ,Y: 0.08723141 ,Z: 1.850071
Knee Left:  X: -0.2623298 ,Y: -0.2688521 ,Z: 1.802658
Ankle Left:  X: -0.2584415 ,Y: -0.571542 ,Z: 1.80946
Knee Right:  X: -0.05960684 ,Y: -0.2416695 ,Z: 1.942188
Ankle Right:  X: -0.08513288 ,Y: -0.5578517 ,Z: 1.957819
--------------------------------------
Head:  X: -0.1024403 ,Y: 0.5464631 ,Z: 1.835553
Shoulder Center:  X: -0.2364019 ,Y: 0.4075959 ,Z: 1.956243
Shoulder Left:  X: -0.3565181 ,Y: 0.349689 ,Z: 1.917577
Shoulder Right:  X: -0.1098242 ,Y: 0.3296737 ,Z: 2.131861
Spine:  X: -0.2684779 ,Y: 0.1472823 ,Z: 2.072168
Hip Center:  X: -0.2752388 ,Y: 0.09509295 ,Z: 2.098229
Hip Left:  X: -0.3398523 ,Y: 0.03295188 ,Z: 2.083319
Hip Right:  X: -0.2279102 ,Y: 0.025559 ,Z: 2.167566
Elbow Left:  X: -0.429715 ,Y: 0.1960985 ,Z: 1.848289
Wrist Left:  X: -0.316793 ,Y: 0.1058337 ,Z: 1.732749
Hand Left:  X: -0.2413242 ,Y: 0.1033068 ,Z: 1.674
Elbow Right:  X: -0.06591903 ,Y: 0.1106844 ,Z: 2.114309
Wrist Right:  X: 0.04232059 ,Y: 0.0685033 ,Z: 1.943889
Hand Right:  X: 0.08769409 ,Y: 0.08623491 ,Z: 1.85213
Knee Left:  X: -0.2625503 ,Y: -0.2695546 ,Z: 1.802779
Ankle Left:  X: -0.2583737 ,Y: -0.5698581 ,Z: 1.807851
Knee Right:  X: -0.06041454 ,Y: -0.2408018 ,Z: 1.942413
Ankle Right:  X: -0.08613963 ,Y: -0.5592176 ,Z: 1.959018
--------------------------------------
Head:  X: -0.1070774 ,Y: 0.5464305 ,Z: 1.831105
Shoulder Center:  X: -0.2376986 ,Y: 0.4068421 ,Z: 1.955984
