Head:  X: -0.2600709 ,Y: 0.5729441 ,Z: 2.061162
Shoulder Center:  X: -0.3107728 ,Y: 0.3995417 ,Z: 2.078318
Shoulder Left:  X: -0.4449089 ,Y: 0.338703 ,Z: 2.022297
Shoulder Right:  X: -0.1680676 ,Y: 0.3175705 ,Z: 2.172572
Spine:  X: -0.3355787 ,Y: 0.1373612 ,Z: 2.158402
Hip Center:  X: -0.3408244 ,Y: 0.08401719 ,Z: 2.177092
Hip Left:  X: -0.4100258 ,Y: 0.01816792 ,Z: 2.162209
Hip Right:  X: -0.284199 ,Y: 0.01440661 ,Z: 2.229588
Elbow Left:  X: -0.4178441 ,Y: 0.2272071 ,Z: 1.899252
Wrist Left:  X: -0.2978158 ,Y: 0.183627 ,Z: 1.732567
Hand Left:  X: -0.1830516 ,Y: 0.1861306 ,Z: 1.623743
Elbow Right:  X: -0.1056353 ,Y: 0.1879676 ,Z: 2.112698
Wrist Right:  X: -0.008071274 ,Y: 0.194875 ,Z: 1.925762
Hand Right:  X: 0.04462748 ,Y: 0.202317 ,Z: 1.827739
Knee Left:  X: -0.3038456 ,Y: -0.2425771 ,Z: 1.912622
Ankle Left:  X: -0.2930483 ,Y: -0.5441014 ,Z: 1.88221
Knee Right:  X: -0.1254285 ,Y: -0.2574048 ,Z: 2.0306
Ankle Right:  X: -0.09423205 ,Y: -0.5310923 ,Z: 2.05177
--------------------------------------
Head:  X: -0.2625296 ,Y: 0.5731061 ,Z: 2.061735
Shoulder Center:  X: -0.313331 ,Y: 0.4001392 ,Z: 2.079509
Shoulder Left:  X: -0.4472663 ,Y: 0.3380946 ,Z: 2.024112
Shoulder Right:  X: -0.1774605 ,Y: 0.3754323 ,Z: 2.159284
Spine:  X: -0.3347178 ,Y: 0.1433337 ,Z: 2.158347
Hip Center:  X: -0.3389289 ,Y: 0.09103106 ,Z: 2.176828
Hip Left:  X: -0.4039642 ,Y: 0.02047889 ,Z: 2.161336
Hip Right:  X: -0.2845503 ,Y: 0.0271198 ,Z: 2.230588
Elbow Left:  X: -0.3921289 ,Y: 0.1905399 ,Z: 1.870831
Wrist Left:  X: -0.2839114 ,Y: 0.1802567 ,Z: 1.732267
Hand Left:  X: -0.1919286 ,Y: 0.1971883 ,Z: 1.654951
Elbow Right:  X: -0.09190574 ,Y: 0.203393 ,Z: 2.06446
Wrist Right:  X: 0.01205862 ,Y: 0.2060886 ,Z: 1.87618
Hand Right:  X: 0.02816139 ,Y: 0.2058191 ,Z: 1.839928
Knee Left:  X: -0.3038284 ,Y: -0.242218 ,Z: 1.913519
