Head:  X: 0.2706586 ,Y: 0.3142803 ,Z: 1.706653
Shoulder Center:  X: 0.2224418 ,Y: 0.1312079 ,Z: 1.740735
Shoulder Left:  X: 0.06932925 ,Y: 0.04876973 ,Z: 1.677272
Shoulder Right:  X: 0.3721659 ,Y: 0.01583552 ,Z: 1.819207
Spine:  X: 0.2026966 ,Y: -0.1724939 ,Z: 1.779047
Hip Center:  X: 0.1989207 ,Y: -0.2332392 ,Z: 1.789499
Hip Left:  X: 0.1268867 ,Y: -0.3033895 ,Z: 1.765684
Hip Right:  X: 0.2616831 ,Y: -0.3106998 ,Z: 1.828223
Elbow Left:  X: 0.0917254 ,Y: -0.1343753 ,Z: 1.593517
Wrist Left:  X: 0.2036663 ,Y: 0.009834385 ,Z: 1.503929
Hand Left:  X: 0.2734049 ,Y: 0.05801496 ,Z: 1.412608
Elbow Right:  X: 0.3777033 ,Y: -0.1606328 ,Z: 1.760705
Wrist Right:  X: 0.4223997 ,Y: -0.0217929 ,Z: 1.643338
Hand Right:  X: 0.4520158 ,Y: 0.02555762 ,Z: 1.566207
--------------------------------------
Head:  X: 0.2801454 ,Y: 0.3128412 ,Z: 1.705709
Shoulder Center:  X: 0.2294859 ,Y: 0.131334 ,Z: 1.738163
Shoulder Left:  X: 0.07749218 ,Y: 0.04655153 ,Z: 1.672714
Shoulder Right:  X: 0.3761651 ,Y: 0.006653322 ,Z: 1.814201
Spine:  X: 0.207932 ,Y: -0.1771004 ,Z: 1.777073
Hip Center:  X: 0.2037736 ,Y: -0.2387937 ,Z: 1.787684
Hip Left:  X: 0.1332324 ,Y: -0.3077851 ,Z: 1.763402
Hip Right:  X: 0.264292 ,Y: -0.3160759 ,Z: 1.826611
Elbow Left:  X: 0.0954084 ,Y: -0.1370044 ,Z: 1.593943
Wrist Left:  X: 0.2147176 ,Y: 0.01222514 ,Z: 1.498283
Hand Left:  X: 0.2791355 ,Y: 0.053893 ,Z: 1.415636
Elbow Right:  X: 0.3831712 ,Y: -0.1671686 ,Z: 1.761367
Wrist Right:  X: 0.4376751 ,Y: -0.00925994 ,Z: 1.628323
Hand Right:  X: 0.455601 ,Y: 0.0260959 ,Z: 1.573737
--------------------------------------
Head:  X: 0.2766979 ,Y: 0.3176009 ,Z: 1.708996
Shoulder Center:  X: 0.226335 ,Y: 0.1329139 ,Z: 1.737905
Shoulder Left:  X: 0.0750362 ,Y: 0.04588073 ,Z: 1.674721
Shoulder Right:  X: 0.3763921 ,Y: 0.01726674 ,Z: 1.823322
Spine:  X: 0.2067939 ,Y: -0.1763386 ,Z: 1.776746
Hip Center:  X: 0.2027863 ,Y: -0.2379606 ,Z: 1.787311
Hip Left:  X: 0.1307523 ,Y: -0.3074707 ,Z: 1.763054
Hip Right:  X: 0.2649022 ,Y: -0.3163464 ,Z: 1.826438
Elbow Left:  X: 0.0957998 ,Y: -0.1383389 ,Z: 1.595431
Wrist Left:  X: 0.1983063 ,Y: 0.008469589 ,Z: 1.505096
Hand Left:  X: 0.280102 ,Y: 0.0624391 ,Z: 1.420574
Elbow Right:  X: 0.381158 ,Y: -0.1635578 ,Z: 1.764459
Wrist Right:  X: 0.4345882 ,Y: -0.00232639 ,Z: 1.624566
Hand Right:  X: 0.4515142 ,Y: 0.0239902 ,Z: 1.579532
--------------------------------------
Head:  X: 0.2740771 ,Y: 0.3156553 ,Z: 1.707806
Shoulder Center:  X: 0.2253193 ,Y: 0.1333076 ,Z: 1.739005
Shoulder Left:  X: 0.07253031 ,Y: 0.04711603 ,Z: 1.675662
Shoulder Right:  X: 0.3727269 ,Y: 0.02167337 ,Z: 1.819134
Spine:  X: 0.2056065 ,Y: -0.1746966 ,Z: 1.776369
Hip Center:  X: 0.2015361 ,Y: -0.2360343 ,Z: 1.786701
Hip Left:  X: 0.1298715 ,Y: -0.3063871 ,Z: 1.762065
Hip Right:  X: 0.2630777 ,Y: -0.3128088 ,Z: 1.82564
Elbow Left:  X: 0.09381545 ,Y: -0.1371824 ,Z: 1.593889
Wrist Left:  X: 0.2020983 ,Y: 0.004845547 ,Z: 1.501954
Hand Left:  X: 0.2702752 ,Y: 0.03408575 ,Z: 1.4796
