Head:  X: 0.1592629 ,Y: 0.352682 ,Z: 1.91137
Shoulder Center:  X: 0.1126429 ,Y: 0.155703 ,Z: 1.897012
Shoulder Left:  X: -0.01062928 ,Y: 0.0594961 ,Z: 1.80175
Shoulder Right:  X: 0.280523 ,Y: 0.03753327 ,Z: 1.944056
Spine:  X: 0.1073861 ,Y: -0.1542704 ,Z: 1.903294
Hip Center:  X: 0.1295667 ,Y: -0.2090317 ,Z: 1.861127
Hip Left:  X: 0.0691691 ,Y: -0.2796864 ,Z: 1.816781
Hip Right:  X: 0.1965853 ,Y: -0.28471 ,Z: 1.886747
Elbow Left:  X: 0.00539141 ,Y: -0.07383671 ,Z: 1.621373
Wrist Left:  X: 0.1877411 ,Y: -0.06464082 ,Z: 1.397679
Hand Left:  X: 0.2192391 ,Y: -0.05840764 ,Z: 1.363908
Elbow Right:  X: 0.368308 ,Y: -0.1316044 ,Z: 1.784942
Wrist Right:  X: 0.4446166 ,Y: -0.08589964 ,Z: 1.586508
Hand Right:  X: 0.4866294 ,Y: -0.07202436 ,Z: 1.526707
--------------------------------------
Head:  X: 0.1607945 ,Y: 0.3499682 ,Z: 1.912438
Shoulder Center:  X: 0.1141043 ,Y: 0.1561333 ,Z: 1.896717
Shoulder Left:  X: -0.009211121 ,Y: 0.05844464 ,Z: 1.801944
Shoulder Right:  X: 0.2808617 ,Y: 0.03647077 ,Z: 1.944656
Spine:  X: 0.108132 ,Y: -0.1547126 ,Z: 1.903155
Hip Center:  X: 0.1304452 ,Y: -0.2097396 ,Z: 1.860806
Hip Left:  X: 0.07004252 ,Y: -0.2798816 ,Z: 1.816462
Hip Right:  X: 0.1973751 ,Y: -0.2859038 ,Z: 1.88624
Elbow Left:  X: 0.005900539 ,Y: -0.07641033 ,Z: 1.626062
Wrist Left:  X: 0.1375777 ,Y: -0.08839925 ,Z: 1.458581
Hand Left:  X: 0.2269071 ,Y: -0.05763496 ,Z: 1.381672
Elbow Right:  X: 0.3758885 ,Y: -0.125902 ,Z: 1.77192
Wrist Right:  X: 0.4612251 ,Y: -0.08268686 ,Z: 1.555502
Hand Right:  X: 0.4713314 ,Y: -0.07756893 ,Z: 1.531277
--------------------------------------
Head:  X: 0.1620022 ,Y: 0.351778 ,Z: 1.912513
Shoulder Center:  X: 0.1148282 ,Y: 0.1556637 ,Z: 1.896274
Shoulder Left:  X: -0.008941836 ,Y: 0.05752203 ,Z: 1.802144
Shoulder Right:  X: 0.2810498 ,Y: 0.03667507 ,Z: 1.946068
Spine:  X: 0.1084319 ,Y: -0.1548075 ,Z: 1.903337
Hip Center:  X: 0.1308692 ,Y: -0.2098728 ,Z: 1.861035
Hip Left:  X: 0.0705326 ,Y: -0.2800006 ,Z: 1.81655
Hip Right:  X: 0.1977242 ,Y: -0.2862806 ,Z: 1.886734
Elbow Left:  X: 0.004153553 ,Y: -0.08065152 ,Z: 1.631645
Wrist Left:  X: 0.1334472 ,Y: -0.09064752 ,Z: 1.464509
Hand Left:  X: 0.2241824 ,Y: -0.05828074 ,Z: 1.389027
Elbow Right:  X: 0.3728462 ,Y: -0.1260072 ,Z: 1.780147
Wrist Right:  X: 0.4519327 ,Y: -0.08392797 ,Z: 1.567028
Hand Right:  X: 0.4623167 ,Y: -0.07840299 ,Z: 1.540607
--------------------------------------
Head:  X: 0.1605779 ,Y: 0.3522313 ,Z: 1.912718
Shoulder Center:  X: 0.114976 ,Y: 0.1558706 ,Z: 1.896767
Shoulder Left:  X: -0.009236812 ,Y: 0.05478105 ,Z: 1.802136
Shoulder Right:  X: 0.2807397 ,Y: 0.03432872 ,Z: 1.945927
Spine:  X: 0.1085479 ,Y: -0.1554668 ,Z: 1.90394
Hip Center:  X: 0.1309543 ,Y: -0.2107721 ,Z: 1.861562
Hip Left:  X: 0.07038085 ,Y: -0.2809362 ,Z: 1.817079
Hip Right:  X: 0.1979095 ,Y: -0.2872821 ,Z: 1.887343
Elbow Left:  X: -0.001688139 ,Y: -0.08505733 ,Z: 1.635617
Wrist Left:  X: 0.1271422 ,Y: -0.09386186 ,Z: 1.470659
Hand Left:  X: 0.2196521 ,Y: -0.06372678 ,Z: 1.386629
Elbow Right:  X: 0.3701834 ,Y: -0.1319797 ,Z: 1.782523
Wrist Right:  X: 0.4426168 ,Y: -0.08738086 ,Z: 1.589331
Hand Right:  X: 0.4643538 ,Y: -0.07918112 ,Z: 1.536441
--------------------------------------
Head:  X: 0.1581011 ,Y: 0.3501525 ,Z: 1.911443
Shoulder Center:  X: 0.1145793 ,Y: 0.1557536 ,Z: 1.896744
Shoulder Left:  X: -0.009807343 ,Y: 0.05349981 ,Z: 1.802238
Shoulder Right:  X: 0.2802427 ,Y: 0.03382624 ,Z: 1.945256
Spine:  X: 0.1083479 ,Y: -0.1560345 ,Z: 1.904086
Hip Center:  X: 0.1306725 ,Y: -0.2114332 ,Z: 1.861546
Hip Left:  X: 0.07008868 ,Y: -0.2815368 ,Z: 1.817326
Hip Right:  X: 0.1975506 ,Y: -0.2877744 ,Z: 1.887062
Elbow Left:  X: -0.002211676 ,Y: -0.08526073 ,Z: 1.637084
Wrist Left:  X: 0.1237128 ,Y: -0.0958736 ,Z: 1.472094
Hand Left:  X: 0.216376 ,Y: -0.06282821 ,Z: 1.373593
Elbow Right:  X: 0.3674523 ,Y: -0.1348104 ,Z: 1.786408
Wrist Right:  X: 0.4316231 ,Y: -0.08871238 ,Z: 1.592392
Hand Right:  X: 0.4587541 ,Y: -0.08170667 ,Z: 1.544114
--------------------------------------
Head:  X: 0.1586644 ,Y: 0.3513595 ,Z: 1.912262
Shoulder Center:  X: 0.1145071 ,Y: 0.1560117 ,Z: 1.896724
Shoulder Left:  X: -0.01052169 ,Y: 0.05296724 ,Z: 1.802239
Shoulder Right:  X: 0.2799636 ,Y: 0.03375249 ,Z: 1.945109
Spine:  X: 0.1083731 ,Y: -0.155967 ,Z: 1.904166
Hip Center:  X: 0.1307609 ,Y: -0.2113171 ,Z: 1.861547
Hip Left:  X: 0.07023764 ,Y: -0.2816123 ,Z: 1.817239
Hip Right:  X: 0.1977417 ,Y: -0.2874394 ,Z: 1.887051
Elbow Left:  X: -0.002067588 ,Y: -0.08484509 ,Z: 1.638176
Wrist Left:  X: 0.1228869 ,Y: -0.09562367 ,Z: 1.474239
Hand Left:  X: 0.2194299 ,Y: -0.06221113 ,Z: 1.390575
Elbow Right:  X: 0.3693332 ,Y: -0.132076 ,Z: 1.779603
Wrist Right:  X: 0.4393521 ,Y: -0.08886621 ,Z: 1.588597
Hand Right:  X: 0.4655089 ,Y: -0.07938153 ,Z: 1.53852
--------------------------------------
Head:  X: 0.1575446 ,Y: 0.353292 ,Z: 1.912175
Shoulder Center:  X: 0.1133483 ,Y: 0.1567016 ,Z: 1.896952
Shoulder Left:  X: -0.01126222 ,Y: 0.05258165 ,Z: 1.80243
Shoulder Right:  X: 0.2782684 ,Y: 0.03374232 ,Z: 1.944565
Spine:  X: 0.1078211 ,Y: -0.1560588 ,Z: 1.904157
Hip Center:  X: 0.1302085 ,Y: -0.2114355 ,Z: 1.861387
Hip Left:  X: 0.06991641 ,Y: -0.2815931 ,Z: 1.817269
Hip Right:  X: 0.1968598 ,Y: -0.287332 ,Z: 1.886426
Elbow Left:  X: -0.00229142 ,Y: -0.08449854 ,Z: 1.639295
Wrist Left:  X: 0.123169 ,Y: -0.09292269 ,Z: 1.477141
Hand Left:  X: 0.2198563 ,Y: -0.06177492 ,Z: 1.39286
Elbow Right:  X: 0.3704326 ,Y: -0.1306323 ,Z: 1.774652
Wrist Right:  X: 0.4380953 ,Y: -0.0874362 ,Z: 1.584012
Hand Right:  X: 0.4678989 ,Y: -0.07701954 ,Z: 1.53629
--------------------------------------
Head:  X: 0.1571191 ,Y: 0.3522474 ,Z: 1.909409
Shoulder Center:  X: 0.1119353 ,Y: 0.1547363 ,Z: 1.896096
Shoulder Left:  X: -0.0126282 ,Y: 0.05201096 ,Z: 1.802688
Shoulder Right:  X: 0.2775477 ,Y: 0.03385355 ,Z: 1.94483
Spine:  X: 0.1072599 ,Y: -0.1564947 ,Z: 1.904148
Hip Center:  X: 0.1297565 ,Y: -0.2116817 ,Z: 1.861407
Hip Left:  X: 0.06943544 ,Y: -0.2819388 ,Z: 1.817447
Hip Right:  X: 0.1966353 ,Y: -0.2876371 ,Z: 1.886425
Elbow Left:  X: -0.003092456 ,Y: -0.0844537 ,Z: 1.640573
Wrist Left:  X: 0.1212667 ,Y: -0.09386992 ,Z: 1.479045
Hand Left:  X: 0.2211618 ,Y: -0.05961961 ,Z: 1.387861
Elbow Right:  X: 0.3438354 ,Y: -0.1464776 ,Z: 1.870037
Wrist Right:  X: 0.4247533 ,Y: -0.09134877 ,Z: 1.613477
Hand Right:  X: 0.4639467 ,Y: -0.07644236 ,Z: 1.536199
--------------------------------------
Head:  X: 0.1589208 ,Y: 0.3489249 ,Z: 1.907972
Shoulder Center:  X: 0.1116708 ,Y: 0.1547302 ,Z: 1.895979
Shoulder Left:  X: -0.01307396 ,Y: 0.05201479 ,Z: 1.802636
Shoulder Right:  X: 0.2772687 ,Y: 0.03364546 ,Z: 1.944605
Spine:  X: 0.1069615 ,Y: -0.1565627 ,Z: 1.903931
Hip Center:  X: 0.1295257 ,Y: -0.2116903 ,Z: 1.861111
Hip Left:  X: 0.06928094 ,Y: -0.2820262 ,Z: 1.816991
Hip Right:  X: 0.1965215 ,Y: -0.2875894 ,Z: 1.886182
Elbow Left:  X: -0.002488852 ,Y: -0.0835589 ,Z: 1.641466
Wrist Left:  X: 0.1205055 ,Y: -0.09488284 ,Z: 1.480566
Hand Left:  X: 0.2235823 ,Y: -0.06083623 ,Z: 1.396323
Elbow Right:  X: 0.3507213 ,Y: -0.1455364 ,Z: 1.80669
Wrist Right:  X: 0.4309983 ,Y: -0.08782783 ,Z: 1.590508
Hand Right:  X: 0.4630481 ,Y: -0.07654042 ,Z: 1.533418
--------------------------------------
Head:  X: 0.1605418 ,Y: 0.3520525 ,Z: 1.90652
Shoulder Center:  X: 0.1122978 ,Y: 0.153974 ,Z: 1.895957
Shoulder Left:  X: -0.0130096 ,Y: 0.05199806 ,Z: 1.802661
Shoulder Right:  X: 0.2777444 ,Y: 0.0341065 ,Z: 1.944646
Spine:  X: 0.1072397 ,Y: -0.1565094 ,Z: 1.903762
Hip Center:  X: 0.1298254 ,Y: -0.2114328 ,Z: 1.860869
Hip Left:  X: 0.06963008 ,Y: -0.2819152 ,Z: 1.816753
Hip Right:  X: 0.1969166 ,Y: -0.2873786 ,Z: 1.885905
Elbow Left:  X: 0.005726411 ,Y: -0.08476683 ,Z: 1.632886
Wrist Left:  X: 0.1306451 ,Y: -0.08906688 ,Z: 1.474374
Hand Left:  X: 0.224462 ,Y: -0.05998072 ,Z: 1.396743
