Head:  X: 0.03752607 ,Y: 0.2330573 ,Z: 2.066204
Shoulder Center:  X: 0.03953358 ,Y: 0.04337687 ,Z: 2.050136
Shoulder Left:  X: -0.07861807 ,Y: -0.01420159 ,Z: 1.961998
Shoulder Right:  X: 0.1630151 ,Y: -0.02402362 ,Z: 2.09403
Spine:  X: 0.05398878 ,Y: -0.2389658 ,Z: 1.982108
Hip Center:  X: 0.07907757 ,Y: -0.27789 ,Z: 1.933078
Hip Left:  X: 0.03075041 ,Y: -0.3317328 ,Z: 1.878745
Hip Right:  X: 0.1437484 ,Y: -0.3408137 ,Z: 1.942414
Elbow Left:  X: -0.01671214 ,Y: -0.1223744 ,Z: 1.741555
Wrist Left:  X: 0.09884018 ,Y: -0.09295345 ,Z: 1.604445
Hand Left:  X: 0.195491 ,Y: -0.05113341 ,Z: 1.537991
Elbow Right:  X: 0.2786161 ,Y: -0.1711142 ,Z: 1.930596
Wrist Right:  X: 0.3821266 ,Y: -0.09291594 ,Z: 1.745696
Hand Right:  X: 0.4225188 ,Y: -0.05919608 ,Z: 1.6912
--------------------------------------
Head:  X: 0.04164039 ,Y: 0.2333038 ,Z: 2.064938
Shoulder Center:  X: 0.03772744 ,Y: 0.04162593 ,Z: 2.049893
Shoulder Left:  X: -0.07480112 ,Y: -0.01960682 ,Z: 1.958214
Shoulder Right:  X: 0.1748253 ,Y: -0.05182344 ,Z: 2.085015
Spine:  X: 0.05584558 ,Y: -0.240808 ,Z: 1.982934
Hip Center:  X: 0.08185584 ,Y: -0.2789957 ,Z: 1.933757
Hip Left:  X: 0.03460302 ,Y: -0.333449 ,Z: 1.875503
Hip Right:  X: 0.1473881 ,Y: -0.3466474 ,Z: 1.944351
Elbow Left:  X: -0.01050197 ,Y: -0.1304488 ,Z: 1.7382
Wrist Left:  X: 0.1580984 ,Y: -0.07950112 ,Z: 1.569628
Hand Left:  X: 0.2091979 ,Y: -0.06579332 ,Z: 1.525151
Elbow Right:  X: 0.2905412 ,Y: -0.1897273 ,Z: 1.91043
Wrist Right:  X: 0.3860751 ,Y: -0.1055693 ,Z: 1.734795
Hand Right:  X: 0.4153623 ,Y: -0.08026983 ,Z: 1.687679
--------------------------------------
Head:  X: 0.04340995 ,Y: 0.2287698 ,Z: 2.062279
Shoulder Center:  X: 0.03664804 ,Y: 0.03906187 ,Z: 2.05012
Shoulder Left:  X: -0.07032388 ,Y: -0.02598846 ,Z: 1.956287
Shoulder Right:  X: 0.1836696 ,Y: -0.07327903 ,Z: 2.079434
Spine:  X: 0.0479107 ,Y: -0.2381365 ,Z: 1.985883
Hip Center:  X: 0.07195055 ,Y: -0.2754694 ,Z: 1.937061
Hip Left:  X: 0.01020718 ,Y: -0.326194 ,Z: 1.870755
Hip Right:  X: 0.1457584 ,Y: -0.3491904 ,Z: 1.954646
Elbow Left:  X: -0.01529336 ,Y: -0.1461448 ,Z: 1.734976
Wrist Left:  X: 0.154806 ,Y: -0.09003458 ,Z: 1.564678
Hand Left:  X: 0.2096196 ,Y: -0.07905003 ,Z: 1.515975
Elbow Right:  X: 0.3020641 ,Y: -0.1972651 ,Z: 1.905941
Wrist Right:  X: 0.377651 ,Y: -0.1226922 ,Z: 1.753199
Hand Right:  X: 0.4144563 ,Y: -0.09300324 ,Z: 1.685706
--------------------------------------
Head:  X: 0.04941532 ,Y: 0.2313241 ,Z: 2.056877
Shoulder Center:  X: 0.04039118 ,Y: 0.03843777 ,Z: 2.044328
Shoulder Left:  X: -0.06513323 ,Y: -0.02975429 ,Z: 1.948087
Shoulder Right:  X: 0.1886421 ,Y: -0.07685759 ,Z: 2.073576
Spine:  X: 0.0512588 ,Y: -0.2404062 ,Z: 1.98263
Hip Center:  X: 0.07556967 ,Y: -0.2791742 ,Z: 1.934177
Hip Left:  X: 0.01910204 ,Y: -0.3319426 ,Z: 1.869144
Hip Right:  X: 0.1451706 ,Y: -0.3544424 ,Z: 1.9505
Elbow Left:  X: -0.003701255 ,Y: -0.14252 ,Z: 1.720789
Wrist Left:  X: 0.1695772 ,Y: -0.08883563 ,Z: 1.548444
Hand Left:  X: 0.2143642 ,Y: -0.08650326 ,Z: 1.509602
Elbow Right:  X: 0.3062639 ,Y: -0.1961207 ,Z: 1.912118
Wrist Right:  X: 0.4110889 ,Y: -0.1082714 ,Z: 1.700589
Hand Right:  X: 0.4180378 ,Y: -0.09897949 ,Z: 1.684459
--------------------------------------
Head:  X: 0.05124158 ,Y: 0.2309146 ,Z: 2.053182
Shoulder Center:  X: 0.04069219 ,Y: 0.03819398 ,Z: 2.040752
