Head:  X: 0.1237801 ,Y: 0.3256121 ,Z: 1.967479
Shoulder Center:  X: 0.08695062 ,Y: 0.1292279 ,Z: 1.95063
Shoulder Left:  X: -0.05704537 ,Y: 0.02051247 ,Z: 1.870243
Shoulder Right:  X: 0.2551537 ,Y: -0.006650037 ,Z: 2.049538
Spine:  X: 0.07395018 ,Y: -0.1601594 ,Z: 1.956036
Hip Center:  X: 0.0970377 ,Y: -0.211381 ,Z: 1.91621
Hip Left:  X: 0.02920889 ,Y: -0.2868492 ,Z: 1.862661
Hip Right:  X: 0.1696984 ,Y: -0.2990723 ,Z: 1.947759
Elbow Left:  X: -0.1254486 ,Y: -0.186267 ,Z: 1.852613
Wrist Left:  X: -0.1280639 ,Y: -0.2356318 ,Z: 1.600974
Hand Left:  X: -0.1147667 ,Y: -0.290742 ,Z: 1.446441
Elbow Right:  X: 0.3490562 ,Y: -0.191017 ,Z: 2.052874
Wrist Right:  X: 0.5301445 ,Y: -0.313009 ,Z: 1.929869
Hand Right:  X: 0.6228144 ,Y: -0.3570544 ,Z: 1.887444
--------------------------------------
Head:  X: 0.2612442 ,Y: 0.3189352 ,Z: 1.723228
Shoulder Center:  X: 0.211096 ,Y: 0.130555 ,Z: 1.753613
Shoulder Left:  X: 0.05689381 ,Y: 0.04921409 ,Z: 1.691727
Shoulder Right:  X: 0.3972895 ,Y: 0.03991765 ,Z: 1.864621
Spine:  X: 0.1771242 ,Y: -0.1414321 ,Z: 1.818302
Hip Center:  X: 0.1783065 ,Y: -0.199444 ,Z: 1.817866
Hip Left:  X: 0.09708442 ,Y: -0.2775187 ,Z: 1.797331
Hip Right:  X: 0.2438284 ,Y: -0.2870858 ,Z: 1.862512
Elbow Left:  X: -0.1081899 ,Y: 0.1082804 ,Z: 1.463175
Wrist Left:  X: -0.1177215 ,Y: 0.2837862 ,Z: 1.285472
Hand Left:  X: -0.1084027 ,Y: 0.3234563 ,Z: 1.258278
Elbow Right:  X: 0.6175081 ,Y: 0.05893512 ,Z: 1.869596
Wrist Right:  X: 0.7294289 ,Y: 0.2671765 ,Z: 1.770202
Hand Right:  X: 0.7475531 ,Y: 0.3383111 ,Z: 1.74848
--------------------------------------
Head:  X: 0.1857496 ,Y: 0.3237563 ,Z: 1.805563
Shoulder Center:  X: 0.1503902 ,Y: 0.1295154 ,Z: 1.836631
Shoulder Left:  X: 0.007871616 ,Y: 0.03766815 ,Z: 1.761014
Shoulder Right:  X: 0.3117211 ,Y: 0.03393825 ,Z: 1.900427
Spine:  X: 0.1539495 ,Y: -0.1709574 ,Z: 1.841575
Hip Center:  X: 0.1565928 ,Y: -0.2309076 ,Z: 1.841693
Hip Left:  X: 0.09521192 ,Y: -0.304023 ,Z: 1.816313
Hip Right:  X: 0.218519 ,Y: -0.3039761 ,Z: 1.868905
Elbow Left:  X: -0.01424535 ,Y: -0.1112088 ,Z: 1.612447
Wrist Left:  X: 0.1508287 ,Y: -0.1734426 ,Z: 1.402767
Hand Left:  X: 0.2067922 ,Y: -0.1952099 ,Z: 1.339292
Elbow Right:  X: 0.4078165 ,Y: -0.1556809 ,Z: 1.799577
Wrist Right:  X: 0.4590946 ,Y: -0.1954296 ,Z: 1.602907
Hand Right:  X: 0.4887359 ,Y: -0.1961072 ,Z: 1.513
--------------------------------------
Head:  X: 0.053422 ,Y: 0.3048321 ,Z: 2.027027
Shoulder Center:  X: 0.03173094 ,Y: 0.1028968 ,Z: 2.021016
Shoulder Left:  X: -0.08716106 ,Y: 0.0009882677 ,Z: 1.913689
Shoulder Right:  X: 0.2106738 ,Y: -0.01793789 ,Z: 2.05484
Spine:  X: 0.05454074 ,Y: -0.2042907 ,Z: 1.963486
Hip Center:  X: 0.07526356 ,Y: -0.2540235 ,Z: 1.923149
Hip Left:  X: 0.01347839 ,Y: -0.3195692 ,Z: 1.878068
Hip Right:  X: 0.1529945 ,Y: -0.3288879 ,Z: 1.929341
Elbow Left:  X: -0.08707107 ,Y: -0.1278095 ,Z: 1.752853
Wrist Left:  X: 0.0587795 ,Y: -0.1465845 ,Z: 1.56098
Hand Left:  X: 0.1449986 ,Y: -0.1364901 ,Z: 1.448877
Elbow Right:  X: 0.3071293 ,Y: -0.1665417 ,Z: 1.967483
Wrist Right:  X: 0.409204 ,Y: -0.17986 ,Z: 1.722447
Hand Right:  X: 0.4432289 ,Y: -0.1842994 ,Z: 1.644743
--------------------------------------
Head:  X: 0.03825587 ,Y: 0.2997901 ,Z: 2.088603
Shoulder Center:  X: 0.02428677 ,Y: 0.09789926 ,Z: 2.06208
Shoulder Left:  X: -0.08798306 ,Y: -0.005692053 ,Z: 1.953569
Shoulder Right:  X: 0.199853 ,Y: -0.02569572 ,Z: 2.091717
Spine:  X: 0.0446322 ,Y: -0.2092519 ,Z: 1.99235
Hip Center:  X: 0.06934626 ,Y: -0.2528215 ,Z: 1.941168
Hip Left:  X: 0.006441157 ,Y: -0.3114218 ,Z: 1.891705
Hip Right:  X: 0.149271 ,Y: -0.3263134 ,Z: 1.94179
Elbow Left:  X: -0.088911 ,Y: -0.1232059 ,Z: 1.790982
Wrist Left:  X: 0.07128763 ,Y: -0.1180766 ,Z: 1.591698
Hand Left:  X: 0.153071 ,Y: -0.1117803 ,Z: 1.502183
Elbow Right:  X: 0.313884 ,Y: -0.1821759 ,Z: 1.962904
