Head:  X: 0.2276858 ,Y: 0.3319313 ,Z: 1.993968
Shoulder Center:  X: 0.1718295 ,Y: 0.1393761 ,Z: 1.96306
Shoulder Left:  X: 0.02832194 ,Y: 0.03279009 ,Z: 1.875298
Shoulder Right:  X: 0.3392406 ,Y: -0.009923498 ,Z: 2.024881
Spine:  X: 0.149335 ,Y: -0.1902602 ,Z: 1.944189
Hip Center:  X: 0.1701009 ,Y: -0.2457783 ,Z: 1.893984
Hip Left:  X: 0.09980291 ,Y: -0.3122043 ,Z: 1.845335
Hip Right:  X: 0.2397163 ,Y: -0.3314254 ,Z: 1.910333
Elbow Left:  X: -0.1120772 ,Y: -0.1596485 ,Z: 1.784874
Wrist Left:  X: -0.2149642 ,Y: -0.3110783 ,Z: 1.630461
Hand Left:  X: -0.2534157 ,Y: -0.3742495 ,Z: 1.591587
Elbow Right:  X: 0.4247133 ,Y: -0.2381873 ,Z: 1.950761
Wrist Right:  X: 0.5656517 ,Y: -0.3558754 ,Z: 1.83476
Hand Right:  X: 0.546573 ,Y: -0.4092923 ,Z: 1.758019
--------------------------------------
Head:  X: 0.3692812 ,Y: 0.3159064 ,Z: 2.012675
Shoulder Center:  X: 0.3057138 ,Y: 0.1480007 ,Z: 1.980003
Shoulder Left:  X: 0.1285043 ,Y: 0.1475702 ,Z: 1.841173
Shoulder Right:  X: 0.4649177 ,Y: 0.02358092 ,Z: 2.063495
Spine:  X: 0.2096578 ,Y: -0.09547424 ,Z: 1.950598
Hip Center:  X: 0.2218831 ,Y: -0.1387035 ,Z: 1.903786
Hip Left:  X: 0.1285449 ,Y: -0.1782475 ,Z: 1.866501
Hip Right:  X: 0.2726068 ,Y: -0.2435467 ,Z: 1.898619
Elbow Left:  X: 0.05557545 ,Y: 0.3376489 ,Z: 1.663625
Wrist Left:  X: 0.1282659 ,Y: 0.5758105 ,Z: 1.60238
Hand Left:  X: 0.1462697 ,Y: 0.6429468 ,Z: 1.594131
Elbow Right:  X: 0.6833226 ,Y: 0.03016551 ,Z: 2.099346
Wrist Right:  X: 0.7658873 ,Y: 0.279495 ,Z: 2.149219
Hand Right:  X: 0.7884227 ,Y: 0.3588979 ,Z: 2.181688
--------------------------------------
Head:  X: 0.2038346 ,Y: 0.3384538 ,Z: 1.871252
Shoulder Center:  X: 0.1895739 ,Y: 0.1418557 ,Z: 1.856701
Shoulder Left:  X: 0.03479347 ,Y: 0.05804924 ,Z: 1.775468
Shoulder Right:  X: 0.3293022 ,Y: 0.04600517 ,Z: 1.855542
Spine:  X: 0.1719284 ,Y: -0.1589602 ,Z: 1.892238
Hip Center:  X: 0.1797234 ,Y: -0.2168986 ,Z: 1.857988
Hip Left:  X: 0.0953017 ,Y: -0.2769073 ,Z: 1.836608
Hip Right:  X: 0.2495888 ,Y: -0.2911938 ,Z: 1.873328
Elbow Left:  X: -0.001791104 ,Y: -0.1337975 ,Z: 1.663349
Wrist Left:  X: 0.09785201 ,Y: -0.2511626 ,Z: 1.513732
Hand Left:  X: 0.2374558 ,Y: -0.317105 ,Z: 1.416588
Elbow Right:  X: 0.382792 ,Y: -0.07341358 ,Z: 1.672611
Wrist Right:  X: 0.2452017 ,Y: -0.1191411 ,Z: 1.42178
Hand Right:  X: 0.1840631 ,Y: -0.09464785 ,Z: 1.416748
--------------------------------------
Head:  X: -0.04689848 ,Y: 0.3138377 ,Z: 1.683928
