Head:  X: 0.1986911 ,Y: 0.5950238 ,Z: 2.182913
Shoulder Center:  X: 0.1616279 ,Y: 0.3851871 ,Z: 2.232014
Shoulder Left:  X: -0.007385748 ,Y: 0.2986151 ,Z: 2.227336
Shoulder Right:  X: 0.3486261 ,Y: 0.2771767 ,Z: 2.274113
Spine:  X: 0.1513866 ,Y: 0.1400033 ,Z: 2.238286
Hip Center:  X: 0.1551595 ,Y: 0.09706993 ,Z: 2.202625
Hip Left:  X: 0.07723574 ,Y: 0.04730664 ,Z: 2.215784
Hip Right:  X: 0.2296819 ,Y: -0.0132932 ,Z: 2.168538
Elbow Left:  X: -0.09097397 ,Y: 0.09847152 ,Z: 2.202513
Wrist Left:  X: 0.02944098 ,Y: -0.09731245 ,Z: 2.038927
Hand Left:  X: -0.04239337 ,Y: 0.0200777 ,Z: 1.885403
Elbow Right:  X: 0.4119128 ,Y: 0.06567743 ,Z: 2.290974
Wrist Right:  X: 0.4671224 ,Y: -0.02973676 ,Z: 2.10909
Hand Right:  X: 0.4624772 ,Y: 0.01244264 ,Z: 1.959103
Knee Left:  X: 0.2060437 ,Y: -0.091226 ,Z: 1.717889
Ankle Left:  X: -0.01397755 ,Y: -0.4188224 ,Z: 1.59082
Knee Right:  X: 0.1967751 ,Y: -0.1733834 ,Z: 1.705616
Ankle Right:  X: 0.2326273 ,Y: -0.5980453 ,Z: 1.666161
--------------------------------------
Head:  X: 0.1969342 ,Y: 0.5958198 ,Z: 2.184604
Shoulder Center:  X: 0.1610727 ,Y: 0.3884363 ,Z: 2.231902
Shoulder Left:  X: -0.006397835 ,Y: 0.2980103 ,Z: 2.229555
Shoulder Right:  X: 0.3501457 ,Y: 0.2773697 ,Z: 2.277346
Spine:  X: 0.1545573 ,Y: 0.143759 ,Z: 2.242476
Hip Center:  X: 0.1585535 ,Y: 0.09948569 ,Z: 2.207095
Hip Left:  X: 0.08091836 ,Y: 0.0478979 ,Z: 2.221696
Hip Right:  X: 0.2333991 ,Y: -0.01029339 ,Z: 2.17251
Elbow Left:  X: -0.09002367 ,Y: 0.09791931 ,Z: 2.204507
Wrist Left:  X: 0.0361604 ,Y: -0.09488177 ,Z: 2.044313
Hand Left:  X: -0.04880261 ,Y: 0.01949314 ,Z: 1.885447
Elbow Right:  X: 0.4371971 ,Y: 0.04667459 ,Z: 2.265062
Wrist Right:  X: 0.4614102 ,Y: -0.0237758 ,Z: 2.066061
Hand Right:  X: 0.4807934 ,Y: 0.01571339 ,Z: 1.960692
Knee Left:  X: 0.2090544 ,Y: -0.08093433 ,Z: 1.722132
Ankle Left:  X: -0.07002471 ,Y: -0.3913149 ,Z: 1.846807
Knee Right:  X: 0.1962787 ,Y: -0.1730899 ,Z: 1.705366
Ankle Right:  X: 0.2318911 ,Y: -0.5979812 ,Z: 1.665827
--------------------------------------
Head:  X: 0.1968937 ,Y: 0.5926762 ,Z: 2.182308
Shoulder Center:  X: 0.1624545 ,Y: 0.3883199 ,Z: 2.232201
Shoulder Left:  X: -0.00619952 ,Y: 0.2975846 ,Z: 2.229998
Shoulder Right:  X: 0.3503151 ,Y: 0.2763723 ,Z: 2.27684
Spine:  X: 0.1553303 ,Y: 0.1421302 ,Z: 2.242591
Hip Center:  X: 0.1590121 ,Y: 0.09751306 ,Z: 2.206867
Hip Left:  X: 0.08093843 ,Y: 0.04499092 ,Z: 2.220831
Hip Right:  X: 0.2337326 ,Y: -0.01103248 ,Z: 2.172949
Elbow Left:  X: -0.08967352 ,Y: 0.09577151 ,Z: 2.205856
Wrist Left:  X: 0.04286033 ,Y: -0.09048005 ,Z: 2.044455
Hand Left:  X: -0.04494452 ,Y: 0.01371591 ,Z: 1.886967
Elbow Right:  X: 0.4325395 ,Y: 0.0456218 ,Z: 2.276957
Wrist Right:  X: 0.4535756 ,Y: -0.01237781 ,Z: 2.074064
Hand Right:  X: 0.4767711 ,Y: 0.01597895 ,Z: 1.975054
Knee Left:  X: 0.2067204 ,Y: -0.09033956 ,Z: 1.719346
Ankle Left:  X: -0.08828428 ,Y: -0.3899642 ,Z: 1.8597
Knee Right:  X: 0.1956653 ,Y: -0.1727773 ,Z: 1.705687
Ankle Right:  X: 0.2310117 ,Y: -0.5980669 ,Z: 1.665665
--------------------------------------
Head:  X: 0.1952694 ,Y: 0.5903186 ,Z: 2.181486
Shoulder Center:  X: 0.1612871 ,Y: 0.3874339 ,Z: 2.231642
Shoulder Left:  X: -0.006172884 ,Y: 0.2975055 ,Z: 2.230326
Shoulder Right:  X: 0.3506582 ,Y: 0.2755217 ,Z: 2.277538
Spine:  X: 0.1525082 ,Y: 0.141809 ,Z: 2.241813
Hip Center:  X: 0.1563598 ,Y: 0.09740842 ,Z: 2.205822
Hip Left:  X: 0.07806252 ,Y: 0.04455028 ,Z: 2.218778
Hip Right:  X: 0.2315067 ,Y: -0.01136607 ,Z: 2.172202
Elbow Left:  X: -0.08727095 ,Y: 0.09578542 ,Z: 2.20895
Wrist Left:  X: 0.03537483 ,Y: -0.0940641 ,Z: 2.049644
Hand Left:  X: -0.047001 ,Y: 0.01284079 ,Z: 1.887743
Elbow Right:  X: 0.4333676 ,Y: 0.04140838 ,Z: 2.267429
Wrist Right:  X: 0.4671064 ,Y: -0.01647338 ,Z: 2.06673
Hand Right:  X: 0.4854655 ,Y: 0.0157118 ,Z: 1.961292
Knee Left:  X: 0.2057071 ,Y: -0.07233222 ,Z: 1.726164
Ankle Left:  X: -0.08883122 ,Y: -0.3849659 ,Z: 1.86198
Knee Right:  X: 0.1958474 ,Y: -0.1728388 ,Z: 1.705426
Ankle Right:  X: 0.2307961 ,Y: -0.5983104 ,Z: 1.665715
--------------------------------------
Head:  X: 0.193607 ,Y: 0.5874671 ,Z: 2.182895
Shoulder Center:  X: 0.1616504 ,Y: 0.3861399 ,Z: 2.232454
Shoulder Left:  X: -0.007118379 ,Y: 0.2963372 ,Z: 2.230081
Shoulder Right:  X: 0.3482949 ,Y: 0.2770498 ,Z: 2.276248
Spine:  X: 0.1520493 ,Y: 0.1406816 ,Z: 2.243014
Hip Center:  X: 0.1558168 ,Y: 0.09653363 ,Z: 2.205999
Hip Left:  X: 0.07746474 ,Y: 0.04331994 ,Z: 2.218909
Hip Right:  X: 0.2303883 ,Y: -0.01092921 ,Z: 2.172749
Elbow Left:  X: -0.0852384 ,Y: 0.09299922 ,Z: 2.209948
Wrist Left:  X: 0.03923901 ,Y: -0.0937091 ,Z: 2.044267
