Head:  X: -0.3316098 ,Y: 0.6024835 ,Z: 2.149098
Shoulder Center:  X: -0.3765656 ,Y: 0.4192519 ,Z: 2.152995
Shoulder Left:  X: -0.4959883 ,Y: 0.3050263 ,Z: 2.088262
Shoulder Right:  X: -0.2291672 ,Y: 0.3188266 ,Z: 2.247352
Spine:  X: -0.372437 ,Y: 0.1424617 ,Z: 2.194487
Hip Center:  X: -0.3717003 ,Y: 0.08633073 ,Z: 2.205263
Hip Left:  X: -0.4339833 ,Y: 0.02569903 ,Z: 2.188334
Hip Right:  X: -0.3067057 ,Y: 0.008542723 ,Z: 2.238176
Elbow Left:  X: -0.4668325 ,Y: 0.06888767 ,Z: 2.011487
Wrist Left:  X: -0.3759519 ,Y: 0.1363457 ,Z: 1.859966
Hand Left:  X: -0.3165289 ,Y: 0.1390006 ,Z: 1.829252
Elbow Right:  X: -0.1802047 ,Y: 0.1451366 ,Z: 2.219006
Wrist Right:  X: -0.08169746 ,Y: 0.1242763 ,Z: 2.058297
Hand Right:  X: -0.06095348 ,Y: 0.1808675 ,Z: 1.980849
Knee Left:  X: -0.1870897 ,Y: -0.1684177 ,Z: 1.912483
Ankle Left:  X: -0.2002047 ,Y: -0.5572308 ,Z: 1.956667
Knee Right:  X: -0.1029541 ,Y: -0.3977406 ,Z: 2.382853
Ankle Right:  X: -0.1740438 ,Y: -0.4710118 ,Z: 1.966841
--------------------------------------
Head:  X: -0.332477 ,Y: 0.6025591 ,Z: 2.150308
Shoulder Center:  X: -0.3732907 ,Y: 0.4190988 ,Z: 2.156378
Shoulder Left:  X: -0.4929632 ,Y: 0.3062278 ,Z: 2.087117
Shoulder Right:  X: -0.2270531 ,Y: 0.3165747 ,Z: 2.247457
Spine:  X: -0.3736825 ,Y: 0.1473357 ,Z: 2.195828
Hip Center:  X: -0.3739704 ,Y: 0.09336074 ,Z: 2.206284
Hip Left:  X: -0.4366374 ,Y: 0.03319044 ,Z: 2.187379
Hip Right:  X: -0.3120176 ,Y: 0.01643872 ,Z: 2.241221
Elbow Left:  X: -0.4514579 ,Y: 0.1490861 ,Z: 1.957249
Wrist Left:  X: -0.3364401 ,Y: 0.1647236 ,Z: 1.809416
Hand Left:  X: -0.2745193 ,Y: 0.1785526 ,Z: 1.756086
Elbow Right:  X: -0.1607811 ,Y: 0.1385412 ,Z: 2.162597
Wrist Right:  X: -0.05173696 ,Y: 0.1617773 ,Z: 2.011011
Hand Right:  X: -0.03660219 ,Y: 0.1929134 ,Z: 1.943754
Knee Left:  X: -0.1811419 ,Y: -0.1514921 ,Z: 1.904715
Ankle Left:  X: -0.2005882 ,Y: -0.5583528 ,Z: 1.954362
Knee Right:  X: -0.1043217 ,Y: -0.4076731 ,Z: 2.382625
Ankle Right:  X: -0.1917809 ,Y: -0.54971 ,Z: 1.959222
--------------------------------------
Head:  X: -0.3329206 ,Y: 0.6018993 ,Z: 2.149928
Shoulder Center:  X: -0.3685356 ,Y: 0.4189882 ,Z: 2.157979
Shoulder Left:  X: -0.4879444 ,Y: 0.3145381 ,Z: 2.085917
Shoulder Right:  X: -0.2259148 ,Y: 0.3209939 ,Z: 2.24324
Spine:  X: -0.3734535 ,Y: 0.1519475 ,Z: 2.197588
Hip Center:  X: -0.3746448 ,Y: 0.09881735 ,Z: 2.208151
Hip Left:  X: -0.4373576 ,Y: 0.03890829 ,Z: 2.189265
Hip Right:  X: -0.315529 ,Y: 0.02425261 ,Z: 2.243456
Elbow Left:  X: -0.443714 ,Y: 0.1772914 ,Z: 1.951707
Wrist Left:  X: -0.3316355 ,Y: 0.1548001 ,Z: 1.807511
Hand Left:  X: -0.2858262 ,Y: 0.165881 ,Z: 1.76284
Elbow Right:  X: -0.1531117 ,Y: 0.1822263 ,Z: 2.142661
Wrist Right:  X: -0.05345808 ,Y: 0.1415117 ,Z: 1.993036
Hand Right:  X: -0.04188755 ,Y: 0.1284013 ,Z: 1.92566
Knee Left:  X: -0.1738827 ,Y: -0.2061133 ,Z: 1.91635
Ankle Left:  X: -0.2017396 ,Y: -0.5588288 ,Z: 1.954257
Knee Right:  X: -0.09361266 ,Y: -0.4275182 ,Z: 2.366327
Ankle Right:  X: -0.1922321 ,Y: -0.5475848 ,Z: 1.958243
--------------------------------------
Head:  X: -0.3324346 ,Y: 0.6022704 ,Z: 2.148852
Shoulder Center:  X: -0.3686146 ,Y: 0.419343 ,Z: 2.157731
Shoulder Left:  X: -0.4873367 ,Y: 0.3158601 ,Z: 2.085493
Shoulder Right:  X: -0.2275977 ,Y: 0.3193725 ,Z: 2.241601
Spine:  X: -0.3731406 ,Y: 0.1501417 ,Z: 2.194887
Hip Center:  X: -0.3741069 ,Y: 0.0961558 ,Z: 2.204771
Hip Left:  X: -0.4371795 ,Y: 0.03908143 ,Z: 2.188174
