Head:  X: -0.07203323 ,Y: 0.3558534 ,Z: 1.731712
Shoulder Center:  X: -0.05029678 ,Y: 0.0972469 ,Z: 1.776408
Shoulder Left:  X: -0.1649995 ,Y: 0.01923871 ,Z: 1.7172
Shoulder Right:  X: 0.1188588 ,Y: 0.05626608 ,Z: 1.871953
Spine:  X: 0.02099978 ,Y: -0.1465011 ,Z: 1.804313
Hip Center:  X: 0.03836404 ,Y: -0.1947417 ,Z: 1.806637
Hip Left:  X: -0.0006660095 ,Y: -0.2648661 ,Z: 1.787582
Hip Right:  X: 0.1186393 ,Y: -0.2619891 ,Z: 1.83459
Elbow Left:  X: -0.1187238 ,Y: -0.1445192 ,Z: 1.580237
Wrist Left:  X: 0.05006406 ,Y: -0.1569068 ,Z: 1.452676
Hand Left:  X: 0.04076517 ,Y: -0.1612525 ,Z: 1.460569
Elbow Right:  X: 0.2636916 ,Y: -0.07891879 ,Z: 1.795824
Wrist Right:  X: 0.4253802 ,Y: -0.1410671 ,Z: 1.638006
Hand Right:  X: 0.5249543 ,Y: -0.1799914 ,Z: 1.558038
--------------------------------------
Head:  X: -0.1282455 ,Y: 0.3356224 ,Z: 1.70038
Shoulder Center:  X: -0.1063307 ,Y: 0.1234093 ,Z: 1.743909
Shoulder Left:  X: -0.2047167 ,Y: -0.003987943 ,Z: 1.69019
Shoulder Right:  X: 0.07148245 ,Y: 0.04642548 ,Z: 1.828803
Spine:  X: -0.01360533 ,Y: -0.1483288 ,Z: 1.78168
Hip Center:  X: 0.005300584 ,Y: -0.2021302 ,Z: 1.789882
Hip Left:  X: -0.03281556 ,Y: -0.2736495 ,Z: 1.775988
Hip Right:  X: 0.08683168 ,Y: -0.2614221 ,Z: 1.816452
Elbow Left:  X: -0.1014928 ,Y: -0.1874221 ,Z: 1.50373
Wrist Left:  X: 0.128019 ,Y: -0.1416612 ,Z: 1.359938
Hand Left:  X: 0.2196323 ,Y: -0.140658 ,Z: 1.310447
Elbow Right:  X: 0.2093886 ,Y: -0.1041223 ,Z: 1.846922
Wrist Right:  X: 0.2545586 ,Y: -0.2714352 ,Z: 1.727777
Hand Right:  X: 0.3213197 ,Y: -0.2676122 ,Z: 1.674509
--------------------------------------
Head:  X: -0.1343458 ,Y: 0.3353471 ,Z: 1.706352
Shoulder Center:  X: -0.1081513 ,Y: 0.1241862 ,Z: 1.742764
Shoulder Left:  X: -0.2023349 ,Y: -0.002397939 ,Z: 1.68756
Shoulder Right:  X: 0.06709281 ,Y: 0.04668819 ,Z: 1.828587
Spine:  X: -0.01245628 ,Y: -0.1484773 ,Z: 1.781254
Hip Center:  X: 0.007303813 ,Y: -0.2029453 ,Z: 1.791279
Hip Left:  X: -0.02602728 ,Y: -0.273666 ,Z: 1.778627
Hip Right:  X: 0.08652945 ,Y: -0.2597409 ,Z: 1.818524
Elbow Left:  X: -0.09219341 ,Y: -0.1748421 ,Z: 1.510439
Wrist Left:  X: 0.08824402 ,Y: -0.1455487 ,Z: 1.408665
Hand Left:  X: 0.25483 ,Y: -0.130768 ,Z: 1.317104
Elbow Right:  X: 0.2155299 ,Y: -0.1848489 ,Z: 1.828624
Wrist Right:  X: 0.2381258 ,Y: -0.4054313 ,Z: 1.755905
Hand Right:  X: 0.2456578 ,Y: -0.4789587 ,Z: 1.735442
--------------------------------------
Head:  X: -0.1239643 ,Y: 0.3319691 ,Z: 1.698904
Shoulder Center:  X: -0.08822571 ,Y: 0.1169804 ,Z: 1.74084
Shoulder Left:  X: -0.1907003 ,Y: 0.005984771 ,Z: 1.683162
Shoulder Right:  X: 0.07821696 ,Y: 0.05086441 ,Z: 1.837471
Spine:  X: -0.006953633 ,Y: -0.1480944 ,Z: 1.782375
