Head:  X: 0.1793942 ,Y: 0.6246318 ,Z: 2.204533
Shoulder Center:  X: 0.1580276 ,Y: 0.419604 ,Z: 2.232963
Shoulder Left:  X: -0.001225091 ,Y: 0.3101677 ,Z: 2.206305
Shoulder Right:  X: 0.3509889 ,Y: 0.2951964 ,Z: 2.290711
Spine:  X: 0.1626549 ,Y: 0.1069859 ,Z: 2.239338
Hip Center:  X: 0.1757582 ,Y: 0.05256371 ,Z: 2.193475
Hip Left:  X: 0.09583746 ,Y: -0.01219755 ,Z: 2.175785
Hip Right:  X: 0.2643632 ,Y: -0.04324244 ,Z: 2.187791
Elbow Left:  X: -0.07122186 ,Y: 0.08006878 ,Z: 2.132944
Wrist Left:  X: -0.06957612 ,Y: 0.1862032 ,Z: 1.95938
Hand Left:  X: -0.01172211 ,Y: 0.2116254 ,Z: 1.885221
Elbow Right:  X: 0.4313441 ,Y: 0.0747771 ,Z: 2.246876
Wrist Right:  X: 0.4925539 ,Y: 0.1783063 ,Z: 2.083524
Hand Right:  X: 0.4727854 ,Y: 0.2061056 ,Z: 1.987536
Knee Left:  X: 0.1302798 ,Y: -0.3152739 ,Z: 1.725235
Ankle Left:  X: 0.1320836 ,Y: -0.5999455 ,Z: 1.656594
Knee Right:  X: 0.3554417 ,Y: -0.2960459 ,Z: 1.761823
Ankle Right:  X: 0.3569354 ,Y: -0.5832545 ,Z: 1.657481
--------------------------------------
Head:  X: 0.1880946 ,Y: 0.6347271 ,Z: 2.149763
Shoulder Center:  X: 0.167215 ,Y: 0.430922 ,Z: 2.178252
Shoulder Left:  X: 0.007372371 ,Y: 0.3243217 ,Z: 2.162519
Shoulder Right:  X: 0.3499584 ,Y: 0.3162102 ,Z: 2.241463
Spine:  X: 0.1752996 ,Y: 0.1215901 ,Z: 2.198149
Hip Center:  X: 0.1856822 ,Y: 0.06257728 ,Z: 2.166955
Hip Left:  X: 0.1116895 ,Y: -0.002414305 ,Z: 2.154887
Hip Right:  X: 0.2676874 ,Y: -0.03082418 ,Z: 2.167934
Elbow Left:  X: -0.05184289 ,Y: 0.07398465 ,Z: 2.121063
Wrist Left:  X: -0.02562184 ,Y: 0.1786878 ,Z: 1.944519
Hand Left:  X: 0.01832217 ,Y: 0.2043753 ,Z: 1.873336
Elbow Right:  X: 0.4223839 ,Y: 0.08109221 ,Z: 2.225794
Wrist Right:  X: 0.4802366 ,Y: 0.1702647 ,Z: 2.048186
Hand Right:  X: 0.458996 ,Y: 0.1863936 ,Z: 1.957687
Knee Left:  X: 0.1268618 ,Y: -0.3187715 ,Z: 1.724508
Ankle Left:  X: 0.12946 ,Y: -0.6021044 ,Z: 1.658728
Knee Right:  X: 0.3534928 ,Y: -0.2984244 ,Z: 1.761556
Ankle Right:  X: 0.3583638 ,Y: -0.5855948 ,Z: 1.658576
--------------------------------------
Head:  X: 0.2001443 ,Y: 0.6313539 ,Z: 2.121071
Shoulder Center:  X: 0.1799695 ,Y: 0.4295424 ,Z: 2.159656
Shoulder Left:  X: 0.01622271 ,Y: 0.3265523 ,Z: 2.140685
Shoulder Right:  X: 0.3549919 ,Y: 0.3149266 ,Z: 2.218831
Spine:  X: 0.1849452 ,Y: 0.1189607 ,Z: 2.172559
Hip Center:  X: 0.192344 ,Y: 0.05818147 ,Z: 2.150105
Hip Left:  X: 0.1170033 ,Y: -0.01772594 ,Z: 2.127494
Hip Right:  X: 0.2711837 ,Y: -0.03050382 ,Z: 2.156708
Elbow Left:  X: -0.04634936 ,Y: 0.07896474 ,Z: 2.099906
Wrist Left:  X: 0.002795838 ,Y: 0.1953309 ,Z: 1.934168
Hand Left:  X: 0.03976263 ,Y: 0.207144 ,Z: 1.855954
Elbow Right:  X: 0.4308793 ,Y: 0.09162956 ,Z: 2.20539
Wrist Right:  X: 0.4635916 ,Y: 0.2095713 ,Z: 2.036511
Hand Right:  X: 0.4457872 ,Y: 0.2002875 ,Z: 1.971411
Knee Left:  X: 0.1235241 ,Y: -0.3215671 ,Z: 1.720836
Ankle Left:  X: 0.1286321 ,Y: -0.602325 ,Z: 1.658779
Knee Right:  X: 0.3543558 ,Y: -0.2996445 ,Z: 1.760337
Ankle Right:  X: 0.3600162 ,Y: -0.5854077 ,Z: 1.657498
--------------------------------------
Head:  X: 0.1914974 ,Y: 0.6341485 ,Z: 2.119303
Shoulder Center:  X: 0.1778102 ,Y: 0.4299631 ,Z: 2.153107
Shoulder Left:  X: 0.01440883 ,Y: 0.3232629 ,Z: 2.137595
Shoulder Right:  X: 0.3516805 ,Y: 0.3167106 ,Z: 2.214197
Spine:  X: 0.1847864 ,Y: 0.116234 ,Z: 2.165505
Hip Center:  X: 0.1915512 ,Y: 0.05480404 ,Z: 2.14707
Hip Left:  X: 0.1178233 ,Y: -0.01495897 ,Z: 2.132065
Hip Right:  X: 0.2706828 ,Y: -0.03124194 ,Z: 2.155604
Elbow Left:  X: -0.04583758 ,Y: 0.08056805 ,Z: 2.090537
Wrist Left:  X: 0.03238938 ,Y: 0.2118068 ,Z: 1.854185
Hand Left:  X: 0.02335887 ,Y: 0.2136025 ,Z: 1.864597
Elbow Right:  X: 0.430157 ,Y: 0.09280986 ,Z: 2.204142
Wrist Right:  X: 0.4447351 ,Y: 0.2018109 ,Z: 2.024347
Hand Right:  X: 0.4455664 ,Y: 0.2016866 ,Z: 1.960721
