Head:  X: 0.2617088 ,Y: 0.2773964 ,Z: 1.695124
Shoulder Center:  X: 0.2106329 ,Y: 0.09760793 ,Z: 1.753856
Shoulder Left:  X: 0.07160921 ,Y: 0.02550965 ,Z: 1.674269
Shoulder Right:  X: 0.3589198 ,Y: 0.0008361115 ,Z: 1.811284
Spine:  X: 0.1810436 ,Y: -0.1884889 ,Z: 1.798157
Hip Center:  X: 0.1749803 ,Y: -0.2456556 ,Z: 1.809904
Hip Left:  X: 0.1046192 ,Y: -0.3086314 ,Z: 1.79452
Hip Right:  X: 0.230695 ,Y: -0.3198918 ,Z: 1.843364
Elbow Left:  X: 0.08442402 ,Y: -0.1137444 ,Z: 1.536661
Wrist Left:  X: 0.1942819 ,Y: -0.1465234 ,Z: 1.407769
Hand Left:  X: 0.3158655 ,Y: -0.1248686 ,Z: 1.292568
Elbow Right:  X: 0.4243818 ,Y: -0.1450209 ,Z: 1.751842
Wrist Right:  X: 0.4800014 ,Y: -0.1434095 ,Z: 1.52543
Hand Right:  X: 0.5456187 ,Y: -0.1385571 ,Z: 1.395855
--------------------------------------
Head:  X: 0.2591864 ,Y: 0.2801779 ,Z: 1.695094
Shoulder Center:  X: 0.2074728 ,Y: 0.09828304 ,Z: 1.754299
Shoulder Left:  X: 0.06998133 ,Y: 0.02544989 ,Z: 1.675217
Shoulder Right:  X: 0.3552538 ,Y: 0.001637881 ,Z: 1.811996
Spine:  X: 0.1787919 ,Y: -0.1895982 ,Z: 1.798784
Hip Center:  X: 0.1729135 ,Y: -0.2471132 ,Z: 1.810519
Hip Left:  X: 0.1029053 ,Y: -0.3099805 ,Z: 1.794908
Hip Right:  X: 0.2289659 ,Y: -0.3207533 ,Z: 1.843842
Elbow Left:  X: 0.08242824 ,Y: -0.1138626 ,Z: 1.538794
Wrist Left:  X: 0.1918397 ,Y: -0.1456431 ,Z: 1.414306
Hand Left:  X: 0.3128122 ,Y: -0.1244356 ,Z: 1.2955
Elbow Right:  X: 0.4171163 ,Y: -0.1429288 ,Z: 1.757572
Wrist Right:  X: 0.4794852 ,Y: -0.1457147 ,Z: 1.538151
Hand Right:  X: 0.5448483 ,Y: -0.1392267 ,Z: 1.399902
--------------------------------------
Head:  X: 0.2596535 ,Y: 0.2804727 ,Z: 1.695312
Shoulder Center:  X: 0.2072338 ,Y: 0.09789036 ,Z: 1.756282
Shoulder Left:  X: 0.0688832 ,Y: 0.02532012 ,Z: 1.676135
Shoulder Right:  X: 0.354154 ,Y: 0.002302426 ,Z: 1.813008
Spine:  X: 0.1787669 ,Y: -0.1899644 ,Z: 1.79974
Hip Center:  X: 0.1729966 ,Y: -0.2475524 ,Z: 1.811318
Hip Left:  X: 0.1029725 ,Y: -0.3106452 ,Z: 1.795336
Hip Right:  X: 0.2293281 ,Y: -0.3210968 ,Z: 1.844604
Elbow Left:  X: 0.085142 ,Y: -0.1135614 ,Z: 1.541011
Wrist Left:  X: 0.1946141 ,Y: -0.1385382 ,Z: 1.415797
Hand Left:  X: 0.325389 ,Y: -0.1155555 ,Z: 1.292544
Elbow Right:  X: 0.4356036 ,Y: -0.1696026 ,Z: 1.687663
Wrist Right:  X: 0.5374762 ,Y: -0.1527273 ,Z: 1.486208
Hand Right:  X: 0.544677 ,Y: -0.1359953 ,Z: 1.396828
--------------------------------------
Head:  X: 0.2605381 ,Y: 0.2856151 ,Z: 1.706263
Shoulder Center:  X: 0.2066415 ,Y: 0.1014818 ,Z: 1.758442
Shoulder Left:  X: 0.06920063 ,Y: 0.02620458 ,Z: 1.678598
Shoulder Right:  X: 0.352955 ,Y: 0.004247956 ,Z: 1.815154
Spine:  X: 0.1787665 ,Y: -0.1898076 ,Z: 1.800615
Hip Center:  X: 0.1731122 ,Y: -0.2478809 ,Z: 1.812055
Hip Left:  X: 0.1034829 ,Y: -0.3107871 ,Z: 1.795561
Hip Right:  X: 0.229364 ,Y: -0.3211672 ,Z: 1.845144
Elbow Left:  X: 0.0839714 ,Y: -0.1096858 ,Z: 1.547472
Wrist Left:  X: 0.1900246 ,Y: -0.1381328 ,Z: 1.418027
Hand Left:  X: 0.3060763 ,Y: -0.114475 ,Z: 1.300239
Elbow Right:  X: 0.4248759 ,Y: -0.1900377 ,Z: 1.724736
Wrist Right:  X: 0.491183 ,Y: -0.1423537 ,Z: 1.511097
Hand Right:  X: 0.5444348 ,Y: -0.1273248 ,Z: 1.397918
--------------------------------------
Head:  X: 0.261401 ,Y: 0.2844954 ,Z: 1.706104
Shoulder Center:  X: 0.2076254 ,Y: 0.101543 ,Z: 1.758125
Shoulder Left:  X: 0.06996137 ,Y: 0.02485643 ,Z: 1.678566
Shoulder Right:  X: 0.3539214 ,Y: 0.002988079 ,Z: 1.813439
Spine:  X: 0.1793309 ,Y: -0.1904728 ,Z: 1.800448
Hip Center:  X: 0.1736709 ,Y: -0.2488842 ,Z: 1.811796
Hip Left:  X: 0.1040018 ,Y: -0.3116016 ,Z: 1.795502
Hip Right:  X: 0.2298902 ,Y: -0.3220718 ,Z: 1.844404
Elbow Left:  X: 0.08516142 ,Y: -0.112006 ,Z: 1.546335
Wrist Left:  X: 0.1920677 ,Y: -0.1390913 ,Z: 1.414745
Hand Left:  X: 0.3094639 ,Y: -0.1141875 ,Z: 1.298402
Elbow Right:  X: 0.4354083 ,Y: -0.1617678 ,Z: 1.668886
Wrist Right:  X: 0.4968832 ,Y: -0.1339667 ,Z: 1.447368
Hand Right:  X: 0.5423391 ,Y: -0.128955 ,Z: 1.391541
--------------------------------------
Head:  X: 0.2611482 ,Y: 0.2854053 ,Z: 1.707789
Shoulder Center:  X: 0.2072004 ,Y: 0.1026858 ,Z: 1.75889
Shoulder Left:  X: 0.06925444 ,Y: 0.026087 ,Z: 1.679915
Shoulder Right:  X: 0.3525312 ,Y: 0.004379423 ,Z: 1.813459
